id,weight,price
i-882119,0.483,523.26
i-882120,0.44,503.18
i-882121,1.37,2642.75
i-882122,0.2,42.27
i-882123,0.188,1214.61
i-882124,0.2,42.27
i-882125,1.37,2642.75
i-882126,0.483,1161.75
i-882127,0.2,42.27
i-882128,0.495,136.37
i-882129,0.88,95.13
i-882130,1.48,211.41
i-882131,0.2,42.27
i-882132,0.98,137.41
i-882133,0.44,503.18
i-882134,0.495,136.37
i-882135,0.88,95.13
i-882136,0.495,136.37
i-882137,0.166,844.62
i-882138,0.483,1161.75
i-882139,0.88,95.13
i-882140,0.28,474.64
i-882141,1.37,2642.75
i-882142,0.44,503.18
i-882143,0.188,1214.61
i-882144,0.483,1161.75
i-882145,0.78,105.7
i-882146,0.172,738.91
i-882147,0.28,95.13
i-882148,0.88,95.13
i-882149,0.28,474.64
i-882150,0.78,105.7
i-882151,1.28,158.55
i-882152,0.98,137.41
i-882153,0.98,137.41
i-882154,0.2,42.27
i-882155,0.483,523.26
i-882156,0.483,1161.75
i-882157,0.483,84.56
i-882158,0.483,523.26
i-882159,0.28,95.13
i-882160,0.172,738.91
i-882161,0.483,84.56
i-882162,0.188,1214.61
i-882163,0.78,105.7
i-882164,0.483,523.26
i-882165,0.28,95.13
i-882166,0.88,95.13
i-882167,1.48,211.41
i-882168,1.37,2642.75
i-882169,1.25,2325.62
i-882170,0.78,105.7
i-882171,0.44,503.18
i-882172,0.166,844.62
i-882173,0.78,105.7
i-882174,1.25,2325.62
i-882175,0.28,95.13
i-882176,0.38,31.7
i-882177,0.78,105.7
i-882178,1.28,158.55
i-882179,0.28,474.64
i-882180,0.78,105.7
i-882181,0.98,137.41
i-882182,0.98,137.41
i-882183,0.166,844.62
i-882184,0.98,137.41
i-882185,0.166,844.62
i-882186,1.37,2642.75
i-882187,0.21,559.21
i-882188,1.28,158.55
i-882189,0.88,95.13
i-882190,1.48,211.41
i-882191,0.483,1161.75
i-882192,0.483,84.56
i-882193,0.188,1214.61
i-882194,0.188,1214.61
i-882195,0.88,95.13
i-882196,0.28,474.64
i-882197,0.188,1214.61
i-882198,0.78,105.7
i-882199,0.21,559.21
i-882200,0.483,523.26
i-882201,0.483,1161.75
i-882202,0.495,136.37
i-882203,0.483,1161.75
i-882204,0.483,523.26
i-882205,0.483,1161.75
i-882206,1.28,158.55
i-882207,0.98,137.41
i-882208,0.28,474.64
i-882209,0.483,1161.75
i-882210,0.495,136.37
i-882211,0.78,105.7
i-882212,0.88,95.13
i-882213,0.78,105.7
i-882214,0.172,738.91
i-882215,0.2,42.27
i-882216,0.172,738.91
i-882217,0.21,559.21
i-882218,0.166,844.62
i-882219,0.166,844.62
i-882220,0.38,31.7
i-882221,0.483,523.26
i-882222,0.88,95.13
i-882223,0.495,136.37
i-882224,0.28,95.13
i-882225,1.37,2642.75
i-882226,0.44,503.18
i-882227,0.2,42.27
i-882228,0.98,137.41
i-882229,1.48,211.41
i-882230,1.25,2325.62
i-882231,0.88,95.13
i-882232,1.28,158.55
i-882233,0.495,136.37
i-882234,0.98,137.41
i-882235,0.38,31.7
i-882236,0.483,84.56
i-882237,0.2,42.27
i-882238,0.495,136.37
i-882239,0.88,95.13
i-882240,0.495,136.37
i-882241,0.28,95.13
i-882242,1.37,2642.75
i-882243,0.483,1161.75
i-882244,0.28,95.13
i-882245,0.172,738.91
i-882246,0.21,559.21
i-882247,0.44,503.18
i-882248,0.38,31.7
i-882249,0.2,42.27
i-882250,0.38,31.7
i-882251,0.28,95.13
i-882252,0.98,137.41
i-882253,0.78,105.7
i-882254,0.483,1161.75
i-882255,0.188,1214.61
i-882256,0.28,95.13
i-882257,0.38,31.7
i-882258,0.21,559.21
i-882259,0.483,1161.75
i-882260,0.78,105.7
i-882261,0.98,137.41
i-882262,0.172,738.91
i-882263,0.44,503.18
i-882264,0.2,42.27
i-882265,0.188,1214.61
i-882266,1.37,2642.75
i-882267,0.483,84.56
i-882268,0.38,31.7
i-882269,0.28,474.64
i-882270,0.44,503.18
i-882271,1.37,2642.75
i-882272,0.28,474.64
i-882273,0.483,523.26
i-882274,1.48,211.41
i-882275,0.483,1161.75
i-882276,0.483,84.56
i-882277,0.495,136.37
i-882278,1.25,2325.62
i-882279,0.188,1214.61
i-882280,0.483,1161.75
i-882281,0.21,559.21
i-882282,0.166,844.62
i-882283,1.37,2642.75
i-882284,0.88,95.13
i-882285,1.25,2325.62
i-882286,0.483,523.26
i-882287,0.166,844.62
i-882288,0.98,137.41
i-882289,0.2,42.27
i-882290,0.483,1161.75
i-882291,1.25,2325.62
i-882292,0.172,738.91
i-882293,0.44,503.18
i-882294,0.188,1214.61
i-882295,0.166,844.62
i-882296,0.188,1214.61
i-882297,0.166,844.62
i-882298,0.166,844.62
i-882299,0.88,95.13
i-882300,1.28,158.55
i-882301,0.44,503.18
i-882302,0.495,136.37
i-882303,0.483,523.26
i-882304,0.188,1214.61
i-882305,0.78,105.7
i-882306,0.483,523.26
i-882307,0.44,503.18
i-882308,0.38,31.7
i-882309,0.483,523.26
i-882310,0.21,559.21
i-882311,0.483,523.26
i-882312,0.44,503.18
i-882313,0.2,42.27
i-882314,0.483,523.26
i-882315,1.28,158.55
i-882316,0.44,503.18
i-882317,0.38,31.7
i-882318,0.38,31.7
i-882319,0.38,31.7
i-882320,0.483,84.56
i-882321,0.166,844.62
i-882322,1.28,158.55
i-882323,0.188,1214.61
i-882324,0.44,503.18
i-882325,0.495,136.37
i-882326,0.483,523.26
i-882327,0.166,844.62
i-882328,0.166,844.62
i-882329,0.21,559.21
i-882330,0.483,1161.75
i-882331,0.28,474.64
i-882332,0.2,42.27
i-882333,0.483,1161.75
i-882334,1.28,158.55
i-882335,0.38,31.7
i-882336,0.166,844.62
i-882337,0.166,844.62
i-882338,0.38,31.7
i-882339,0.28,95.13
i-882340,0.172,738.91
i-882341,0.28,474.64
i-882342,0.88,95.13
i-882343,0.483,523.26
i-882344,0.188,1214.61
i-882345,0.78,105.7
i-882346,0.38,31.7
i-882347,0.495,136.37
i-882348,0.166,844.62
i-882349,1.28,158.55
i-882350,0.38,31.7
i-882351,0.483,84.56
i-882352,0.495,136.37
i-882353,0.28,474.64
i-882354,0.28,474.64
i-882355,1.28,158.55
i-882356,0.38,31.7
i-882357,0.483,84.56
i-882358,1.48,211.41
i-882359,0.38,31.7
i-882360,0.166,844.62
i-882361,0.28,474.64
i-882362,1.25,2325.62
i-882363,0.188,1214.61
i-882364,0.188,1214.61
i-882365,1.37,2642.75
i-882366,0.483,84.56
i-882367,1.37,2642.75
i-882368,0.495,136.37
i-882369,0.78,105.7
i-882370,0.166,844.62
i-882371,0.78,105.7
i-882372,0.172,738.91
i-882373,0.166,844.62
i-882374,0.2,42.27
i-882375,0.483,523.26
i-882376,0.78,105.7
i-882377,0.78,105.7
i-882378,0.21,559.21
i-882379,0.483,523.26
i-882380,0.495,136.37
i-882381,1.48,211.41
i-882382,0.21,559.21
i-882383,1.37,2642.75
i-882384,0.188,1214.61
i-882385,1.37,2642.75
i-882386,0.172,738.91
i-882387,0.495,136.37
i-882388,0.28,95.13
i-882389,0.21,559.21
i-882390,1.48,211.41
i-882391,1.37,2642.75
i-882392,1.28,158.55
i-882393,0.38,31.7
i-882394,0.483,523.26
i-882395,1.25,2325.62
i-882396,1.37,2642.75
i-882397,0.188,1214.61
i-882398,0.483,84.56
i-882399,0.495,136.37
i-882400,1.25,2325.62
i-882401,1.28,158.55
i-882402,1.48,211.41
i-882403,1.37,2642.75
i-882404,1.48,211.41
i-882405,0.483,523.26
i-882406,0.2,42.27
i-882407,0.78,105.7
i-882408,0.38,31.7
i-882409,0.172,738.91
i-882410,0.44,503.18
i-882411,0.78,105.7
i-882412,0.172,738.91
i-882413,0.28,474.64
i-882414,0.98,137.41
i-882415,1.48,211.41
i-882416,0.38,31.7
i-882417,0.44,503.18
i-882418,1.28,158.55
i-882419,0.495,136.37
i-882420,0.166,844.62
i-882421,0.88,95.13
i-882422,0.88,95.13
i-882423,1.25,2325.62
i-882424,0.98,137.41
i-882425,0.166,844.62
i-882426,0.483,84.56
i-882427,0.483,1161.75
i-882428,0.38,31.7
i-882429,0.166,844.62
i-882430,0.78,105.7
i-882431,0.495,136.37
i-882432,0.28,95.13
i-882433,0.188,1214.61
i-882434,1.37,2642.75
i-882435,0.98,137.41
i-882436,0.495,136.37
i-882437,0.495,136.37
i-882438,0.78,105.7
i-882439,1.28,158.55
i-882440,0.483,523.26
i-882441,0.483,84.56
i-882442,1.28,158.55
i-882443,0.483,84.56
i-882444,0.172,738.91
i-882445,0.2,42.27
i-882446,1.48,211.41
i-882447,1.37,2642.75
i-882448,1.25,2325.62
i-882449,0.88,95.13
i-882450,1.28,158.55
i-882451,1.48,211.41
i-882452,0.21,559.21
i-882453,0.483,84.56
i-882454,0.495,136.37
i-882455,0.483,1161.75
i-882456,0.38,31.7
i-882457,1.25,2325.62
i-882458,0.483,84.56
i-882459,0.78,105.7
i-882460,1.28,158.55
i-882461,0.495,136.37
i-882462,0.38,31.7
i-882463,0.38,31.7
i-882464,1.37,2642.75
i-882465,0.483,1161.75
i-882466,0.28,95.13
i-882467,1.28,158.55
i-882468,0.78,105.7
i-882469,0.2,42.27
i-882470,1.37,2642.75
i-882471,0.483,1161.75
i-882472,0.2,42.27
i-882473,0.38,31.7
i-882474,1.37,2642.75
i-882475,0.2,42.27
i-882476,0.21,559.21
i-882477,0.44,503.18
i-882478,0.2,43.27
i-882479,1.28,162.28
i-882480,0.44,515.03
i-882481,0.88,97.37
i-882482,0.44,515.03
i-882483,0.78,108.19
i-882484,0.495,139.58
i-882485,0.172,756.32
i-882486,0.483,86.55
i-882487,0.78,108.19
i-882488,0.98,140.65
i-882489,0.44,515.03
i-882490,0.483,535.59
i-882491,0.2,43.27
i-882492,0.483,535.59
i-882493,0.172,756.32
i-882494,0.483,1189.12
i-882495,0.28,485.82
i-882496,1.37,2705.0
i-882497,0.495,139.58
i-882498,0.44,515.03
i-882499,0.188,1243.22
i-882500,0.78,108.19
i-882501,0.166,864.52
i-882502,0.88,97.37
i-882503,0.28,485.82
i-882504,1.28,162.28
i-882505,1.37,2705.0
i-882506,0.21,572.38
i-882507,0.166,864.52
i-882508,0.188,1243.22
i-882509,0.88,97.37
i-882510,0.2,43.27
i-882511,0.21,572.38
i-882512,0.483,1189.12
i-882513,1.37,2705.0
i-882514,1.48,216.39
i-882515,0.172,756.32
i-882516,0.483,1189.12
i-882517,1.25,2380.4
i-882518,1.25,2380.4
i-882519,0.28,97.37
i-882520,0.495,139.58
i-882521,0.28,485.82
i-882522,0.172,756.32
i-882523,0.495,139.58
i-882524,1.28,162.28
i-882525,1.28,162.28
i-882526,0.78,108.19
i-882527,0.483,1189.12
i-882528,1.28,162.28
i-882529,0.483,86.55
i-882530,1.48,216.39
i-882531,0.483,1189.12
i-882532,0.166,864.52
i-882533,1.25,2380.4
i-882534,0.495,139.58
i-882535,0.21,572.38
i-882536,0.44,515.03
i-882537,0.495,139.58
i-882538,0.188,1243.22
i-882539,0.78,108.19
i-882540,0.28,485.82
i-882541,0.483,1189.12
i-882542,0.44,515.03
i-882543,0.38,32.45
i-882544,0.483,1189.12
i-882545,0.483,1189.12
i-882546,1.37,2705.0
i-882547,0.44,515.03
i-882548,1.37,2705.0
i-882549,0.78,108.19
i-882550,0.38,32.45
i-882551,1.25,2380.4
i-882552,0.21,572.38
i-882553,0.21,572.38
i-882554,0.98,140.65
i-882555,0.78,108.19
i-882556,0.78,108.19
i-882557,1.37,2705.0
i-882558,0.188,1243.22
i-882559,0.172,756.32
i-882560,0.483,86.55
i-882561,0.28,485.82
i-882562,0.188,1243.22
i-882563,0.495,139.58
i-882564,0.38,32.45
i-882565,1.25,2380.4
i-882566,1.25,2380.4
i-882567,0.44,515.03
i-882568,0.483,1189.12
i-882569,0.78,108.19
i-882570,0.172,756.32
i-882571,0.98,140.65
i-882572,1.48,216.39
i-882573,0.88,97.37
i-882574,1.28,162.28
i-882575,0.98,140.65
i-882576,0.483,86.55
i-882577,1.25,2380.4
i-882578,0.2,43.27
i-882579,0.2,43.27
i-882580,0.78,108.19
i-882581,1.28,162.28
i-882582,0.28,485.82
i-882583,0.2,43.27
i-882584,0.188,1243.22
i-882585,1.25,2380.4
i-882586,0.38,32.45
i-882587,1.25,2380.4
i-882588,1.37,2705.0
i-882589,1.48,216.39
i-882590,0.28,97.37
i-882591,1.48,216.39
i-882592,0.78,108.19
i-882593,0.88,97.37
i-882594,0.2,43.27
i-882595,0.44,515.03
i-882596,0.483,535.59
i-882597,0.21,572.38
i-882598,0.495,139.58
i-882599,0.483,1189.12
i-882600,0.21,572.38
i-882601,0.88,97.37
i-882602,0.38,32.45
i-882603,0.2,43.27
i-882604,0.21,572.38
i-882605,0.28,97.37
i-882606,1.48,216.39
i-882607,0.188,1243.22
i-882608,0.98,140.65
i-882609,0.98,140.65
i-882610,0.483,1189.12
i-882611,1.25,2380.4
i-882612,0.495,139.58
i-882613,0.21,572.38
i-882614,0.483,535.59
i-882615,0.44,515.03
i-882616,0.483,1189.12
i-882617,1.25,2380.4
i-882618,1.25,2380.4
i-882619,0.483,1189.12
i-882620,0.28,97.37
i-882621,0.188,1243.22
i-882622,0.172,756.32
i-882623,0.483,86.55
i-882624,0.78,108.19
i-882625,1.25,2380.4
i-882626,1.37,2705.0
i-882627,0.38,32.45
i-882628,0.483,86.55
i-882629,0.38,32.45
i-882630,0.2,43.27
i-882631,0.172,756.32
i-882632,0.38,32.45
i-882633,0.88,97.37
i-882634,0.78,108.19
i-882635,0.166,864.52
i-882636,0.483,535.59
i-882637,0.28,485.82
i-882638,0.495,139.58
i-882639,0.44,515.03
i-882640,0.188,1243.22
i-882641,0.483,535.59
i-882642,0.98,140.65
i-882643,1.37,2705.0
i-882644,0.28,485.82
i-882645,1.28,162.28
i-882646,0.38,32.45
i-882647,1.28,162.28
i-882648,0.483,535.59
i-882649,0.188,1243.22
i-882650,1.37,2705.0
i-882651,0.483,86.55
i-882652,0.2,43.27
i-882653,0.483,86.55
i-882654,0.38,32.45
i-882655,0.28,485.82
i-882656,0.495,139.58
i-882657,0.28,485.82
i-882658,0.188,1243.22
i-882659,0.2,43.27
i-882660,0.28,97.37
i-882661,0.2,43.27
i-882662,0.21,572.38
i-882663,0.495,139.58
i-882664,0.44,515.03
i-882665,0.483,1189.12
i-882666,0.495,139.58
i-882667,1.25,2380.4
i-882668,0.98,140.65
i-882669,1.48,216.39
i-882670,0.483,86.55
i-882671,0.38,32.45
i-882672,0.78,108.19
i-882673,0.166,864.52
i-882674,0.44,515.03
i-882675,0.88,97.37
i-882676,0.172,756.32
i-882677,0.166,864.52
i-882678,0.483,535.59
i-882679,0.166,864.52
i-882680,0.2,43.27
i-882681,0.21,572.38
i-882682,1.28,162.28
i-882683,0.188,1243.22
i-882684,0.38,32.45
i-882685,0.166,864.52
i-882686,0.495,139.58
i-882687,0.172,756.32
i-882688,1.28,162.28
i-882689,0.483,1189.12
i-882690,1.25,2380.4
i-882691,1.37,2705.0
i-882692,0.21,572.38
i-882693,0.78,108.19
i-882694,0.483,86.55
i-882695,0.98,140.65
i-882696,1.48,216.39
i-882697,0.44,515.03
i-882698,0.28,97.37
i-882699,0.88,97.37
i-882700,1.48,216.39
i-882701,0.483,535.59
i-882702,0.166,864.52
i-882703,0.78,108.19
i-882704,0.28,485.82
i-882705,0.172,756.32
i-882706,1.48,216.39
i-882707,0.2,43.27
i-882708,1.37,2705.0
i-882709,0.98,140.65
i-882710,0.495,139.58
i-882711,0.483,86.55
i-882712,0.28,97.37
i-882713,0.483,1189.12
i-882714,0.28,97.37
i-882715,1.48,216.39
i-882716,1.48,216.39
i-882717,0.495,139.58
i-882718,1.28,162.28
i-882719,1.25,2380.4
i-882720,0.483,86.55
i-882721,0.98,140.65
i-882722,0.172,756.32
i-882723,1.37,2705.0
i-882724,0.38,32.45
i-882725,1.37,2705.0
i-882726,0.88,97.37
i-882727,0.483,535.59
i-882728,0.172,756.32
i-882729,0.483,86.55
i-882730,1.48,216.39
i-882731,0.2,43.27
i-882732,0.483,1189.12
i-882733,0.495,139.58
i-882734,0.88,97.37
i-882735,0.2,43.27
i-882736,1.48,216.39
i-882737,1.28,162.28
i-882738,1.37,2705.0
i-882739,0.38,32.45
i-882740,1.37,2705.0
i-882741,0.188,1243.22
i-882742,0.172,756.32
i-882743,0.2,43.27
i-882744,0.188,1243.22
i-882745,0.38,32.45
i-882746,0.44,515.03
i-882747,0.44,515.03
i-882748,0.78,108.19
i-882749,1.28,162.28
i-882750,0.483,535.59
i-882751,0.495,139.58
i-882752,0.44,515.03
i-882753,0.28,97.37
i-882754,0.44,515.03
i-882755,0.88,97.37
i-882756,0.2,43.27
i-882757,0.98,140.65
i-882758,0.172,756.32
i-882759,0.44,515.03
i-882760,0.483,1189.12
i-882761,0.44,515.03
i-882762,0.28,97.37
i-882763,0.78,108.19
i-882764,0.483,1189.12
i-882765,1.48,216.39
i-882766,0.44,515.03
i-882767,1.48,216.39
i-882768,0.88,97.37
i-882769,0.172,756.32
i-882770,0.172,756.32
i-882771,0.78,108.19
i-882772,0.98,140.65
i-882773,0.483,535.59
i-882774,1.48,216.39
i-882775,0.78,108.19
i-882776,0.78,108.19
i-882777,1.37,2705.0
i-882778,0.28,485.82
i-882779,0.44,515.03
i-882780,0.483,86.55
i-882781,1.48,216.39
i-882782,0.21,572.38
i-882783,0.172,756.32
i-882784,0.21,572.38
i-882785,1.48,216.39
i-882786,0.88,97.37
i-882787,0.21,572.38
i-882788,0.495,139.58
i-882789,0.78,108.19
i-882790,0.28,97.37
i-882791,0.483,1189.12
i-882792,0.166,864.52
i-882793,0.172,756.32
i-882794,0.28,97.37
i-882795,0.28,485.82
i-882796,0.188,1243.22
i-882797,1.25,2380.4
i-882798,0.483,535.59
i-882799,1.37,2705.0
i-882800,0.78,108.19
i-882801,0.188,1243.22
i-882802,0.2,43.27
i-882803,0.2,43.27
i-882804,0.172,756.32
i-882805,0.44,515.03
i-882806,0.21,572.38
i-882807,0.2,43.27
i-882808,0.495,139.58
i-882809,0.188,1243.22
i-882810,0.88,97.37
i-882811,0.28,485.82
i-882812,1.37,2705.0
i-882813,0.483,86.55
i-882814,1.28,162.28
i-882815,1.37,2705.0
i-882816,0.21,572.38
i-882817,0.28,97.37
i-882818,0.21,572.38
i-882819,0.188,1243.22
i-882820,0.44,515.03
i-882821,0.495,139.58
i-882822,0.78,108.19
i-882823,0.28,485.82
i-882824,0.88,97.37
i-882825,0.483,86.55
i-882826,0.98,140.65
i-882827,1.25,2380.4
i-882828,0.166,864.52
i-882829,0.2,43.27
i-882830,1.28,162.28
i-882831,0.78,108.19
i-882832,0.21,572.38
i-882833,0.172,756.32
i-882834,0.172,756.32
i-882835,0.166,864.52
i-882836,0.172,756.32
i-882837,0.44,515.03
i-882838,0.483,86.55
i-882839,0.166,864.52
i-882840,0.44,515.03
i-882841,1.37,2705.0
i-882842,0.172,756.32
i-882843,1.25,2380.4
i-882844,1.28,162.28
i-882845,0.495,139.58
i-882846,0.495,139.58
i-882847,0.483,1189.12
i-882848,0.172,756.32
i-882849,0.483,1189.12
i-882850,0.78,108.19
i-882851,1.25,2380.4
i-882852,1.48,216.39
i-882853,1.25,2380.4
i-882854,0.78,108.19
i-882855,1.25,2380.4
i-882856,0.483,86.55
i-882857,0.172,756.32
i-882858,0.98,140.65
i-882859,0.44,515.03
i-882860,0.188,1243.22
i-882861,0.38,32.45
i-882862,0.166,864.52
i-882863,1.25,2380.4
i-882864,1.25,2380.4
i-882865,0.495,139.58
i-882866,0.188,1243.22
i-882867,0.38,32.45
i-882868,0.78,108.19
i-882869,0.28,97.37
i-882870,0.483,535.59
i-882871,0.44,515.03
i-882872,0.495,139.58
i-882873,0.28,97.37
i-882874,1.25,2380.4
i-882875,0.188,1243.22
i-882876,0.483,535.59
i-882877,0.28,97.37
i-882878,0.98,140.65
i-882879,0.88,97.37
i-882880,1.48,216.39
i-882881,0.44,515.03
i-882882,0.172,756.32
i-882883,0.166,864.52
i-882884,0.21,572.38
i-882885,1.48,216.39
i-882886,0.98,140.65
i-882887,0.188,1243.22
i-882888,0.483,1189.12
i-882889,0.88,97.37
i-882890,1.37,2705.0
i-882891,0.38,32.45
i-882892,0.166,864.52
i-882893,0.38,32.45
i-882894,0.2,43.27
i-882895,0.483,86.55
i-882896,1.37,2705.0
i-882897,0.44,515.03
i-882898,0.28,97.37
i-882899,1.25,2380.4
i-882900,0.495,139.58
i-882901,1.28,162.28
i-882902,0.172,756.32
i-882903,0.495,139.58
i-882904,1.25,2380.4
i-882905,0.483,535.59
i-882906,1.48,216.39
i-882907,1.48,216.39
i-882908,0.166,864.52
i-882909,0.483,1189.12
i-882910,0.38,32.45
i-882911,0.172,756.32
i-882912,0.172,756.32
i-882913,0.78,108.19
i-882914,0.38,32.45
i-882915,0.88,97.37
i-882916,0.495,139.58
i-882917,0.88,97.37
i-882918,0.166,864.52
i-882919,0.483,86.55
i-882920,1.25,2380.4
i-882921,1.48,216.39
i-882922,0.28,97.37
i-882923,0.483,1189.12
i-882924,0.88,97.37
i-882925,0.483,535.59
i-882926,0.28,485.82
i-882927,0.2,43.27
i-882928,0.28,97.37
i-882929,0.188,1243.22
i-882930,0.188,1243.22
i-882931,0.483,86.55
i-882932,0.172,756.32
i-882933,0.88,97.37
i-882934,0.166,864.52
i-882935,1.25,2380.4
i-882936,1.28,162.28
i-882937,0.44,515.03
i-882938,0.28,485.82
i-882939,0.88,97.37
i-882940,0.483,86.55
i-882941,0.495,139.58
i-882942,1.48,216.39
i-882943,0.2,43.27
i-882944,0.38,32.45
i-882945,0.28,97.37
i-882946,0.98,140.65
i-882947,0.88,97.37
i-882948,0.483,1189.12
i-882949,0.98,140.65
i-882950,0.28,485.82
i-882951,0.21,572.38
i-882952,0.172,756.32
i-882953,0.78,108.19
i-882954,0.2,43.27
i-882955,1.48,216.39
i-882956,1.37,2705.0
i-882957,0.28,485.82
i-882958,1.37,2705.0
i-882959,0.88,97.37
i-882960,0.166,864.52
i-882961,1.37,2705.0
i-882962,0.78,108.19
i-882963,1.28,162.28
i-882964,1.25,2380.4
i-882965,0.88,97.37
i-882966,0.21,572.38
i-882967,0.38,32.45
i-882968,0.495,139.58
i-882969,0.88,97.37
i-882970,0.172,756.32
i-882971,0.172,756.32
i-882972,0.38,32.45
i-882973,0.166,864.52
i-882974,1.37,2705.0
i-882975,0.88,97.37
i-882976,0.28,485.82
i-882977,1.25,2380.4
i-882978,1.37,2705.0
i-882979,0.166,864.52
i-882980,0.495,139.58
i-882981,1.37,2705.0
i-882982,1.28,162.28
i-882983,0.2,43.27
i-882984,0.28,97.37
i-882985,1.48,216.39
i-882986,0.483,86.55
i-882987,0.172,756.32
i-882988,0.483,86.55
i-882989,1.28,162.28
i-882990,0.166,864.52
i-882991,0.88,97.37
i-882992,0.483,86.55
i-882993,1.28,162.28
i-882994,0.21,572.38
i-882995,0.483,1189.12
i-882996,0.172,756.32
i-882997,0.166,864.52
i-882998,0.21,572.38
i-882999,0.483,535.59
i-883000,0.2,43.27
i-883001,0.28,97.37
i-883002,0.188,1243.22
i-883003,0.166,864.52
i-883004,1.28,162.28
i-883005,0.44,515.03
i-883006,0.28,485.82
i-883007,0.28,485.82
i-883008,1.28,162.28
i-883009,0.44,515.03
i-883010,1.48,216.39
i-883011,0.188,1243.22
i-883012,1.48,216.39
i-883013,0.38,32.45
i-883014,0.28,485.82
i-883015,0.88,97.37
i-883016,0.44,515.03
i-883017,0.483,535.59
i-883018,0.166,864.52
i-883019,0.21,572.38
i-883020,0.28,97.37
i-883021,0.28,97.37
i-883022,0.172,756.32
i-883023,0.88,97.37
i-883024,1.48,216.39
i-883025,0.2,43.27
i-883026,0.483,1189.12
i-883027,0.166,864.52
i-883028,0.188,1243.22
i-883029,0.166,864.52
i-883030,0.38,32.45
i-883031,1.48,216.39
i-883032,1.25,2380.4
i-883033,0.2,43.27
i-883034,0.98,140.65
i-883035,0.172,756.32
i-883036,0.483,535.59
i-883037,1.48,216.39
i-883038,0.495,139.58
i-883039,0.483,1189.12
i-883040,1.48,216.39
i-883041,0.98,140.65
i-883042,0.495,139.58
i-883043,0.88,97.37
i-883044,0.28,97.37
i-883045,0.483,1189.12
i-883046,0.88,97.37
i-883047,1.25,2380.4
i-883048,0.44,515.03
i-883049,0.166,864.52
i-883050,0.495,139.58
i-883051,0.28,485.82
i-883052,0.495,139.58
i-883053,0.483,1189.12
i-883054,0.483,535.59
i-883055,0.98,140.65
i-883056,0.483,1189.12
i-883057,0.44,515.03
i-883058,0.21,572.38
i-883059,0.28,485.82
i-883060,0.98,140.65
i-883061,0.44,515.03
i-883062,0.38,32.45
i-883063,1.25,2380.4
i-883064,1.48,216.39
i-883065,0.166,864.52
i-883066,0.78,108.19
i-883067,0.88,97.37
i-883068,0.172,756.32
i-883069,0.44,515.03
i-883070,1.25,2380.4
i-883071,1.37,2705.0
i-883072,0.495,139.58
i-883073,0.44,515.03
i-883074,0.483,535.59
i-883075,0.98,140.65
i-883076,0.28,97.37
i-883077,0.172,756.32
i-883078,0.28,97.37
i-883079,1.48,216.39
i-883080,0.28,97.37
i-883081,0.172,756.32
i-883082,1.48,216.39
i-883083,0.483,86.55
i-883084,0.78,108.19
i-883085,0.483,86.55
i-883086,1.48,216.39
i-883087,0.2,43.27
i-883088,0.2,43.27
i-883089,1.28,162.28
i-883090,0.44,515.03
i-883091,0.28,485.82
i-883092,0.483,86.55
i-883093,1.25,2380.4
i-883094,0.495,139.58
i-883095,0.78,108.19
i-883096,0.78,108.19
i-883097,0.172,756.32
i-883098,0.483,1189.12
i-883099,0.483,86.55
i-883100,0.21,572.38
i-883101,0.166,864.52
i-883102,0.88,97.37
i-883103,1.48,216.39
i-883104,0.28,97.37
i-883105,0.78,108.19
i-883106,0.88,97.37
i-883107,1.37,2705.0
i-883108,0.495,139.58
i-883109,0.483,535.59
i-883110,0.483,535.59
i-883111,0.28,485.82
i-883112,0.2,43.27
i-883113,1.37,2705.0
i-883114,1.25,2380.4
i-883115,1.25,2380.4
i-883116,0.21,572.38
i-883117,0.483,86.55
i-883118,0.483,535.59
i-883119,0.88,97.37
i-883120,0.28,485.82
i-883121,1.48,216.39
i-883122,0.21,572.38
i-883123,0.88,97.37
i-883124,0.44,515.03
i-883125,0.38,32.45
i-883126,0.21,572.38
i-883127,0.21,572.38
i-883128,0.2,43.27
i-883129,0.28,97.37
i-883130,0.38,32.45
i-883131,0.28,97.37
i-883132,0.2,43.27
i-883133,0.28,485.82
i-883134,0.88,97.37
i-883135,1.25,2380.4
i-883136,1.48,216.39
i-883137,0.2,43.27
i-883138,0.483,86.55
i-883139,0.38,32.45
i-883140,0.78,108.19
i-883141,0.98,140.65
i-883142,0.495,139.58
i-883143,0.483,1189.12
i-883144,0.188,1243.22
i-883145,1.28,162.28
i-883146,0.166,864.52
i-883147,0.28,485.82
i-883148,0.98,140.65
i-883149,0.188,1243.22
i-883150,0.483,1189.12
i-883151,0.495,139.58
i-883152,0.38,32.45
i-883153,1.37,2705.0
i-883154,0.21,572.38
i-883155,1.25,2380.4
i-883156,0.483,86.55
i-883157,0.44,515.03
i-883158,0.483,535.59
i-883159,1.25,2380.4
i-883160,1.25,2380.4
i-883161,1.48,216.39
i-883162,0.483,86.55
i-883163,0.44,515.03
i-883164,0.495,139.58
i-883165,1.37,2705.0
i-883166,0.38,32.45
i-883167,0.188,1243.22
i-883168,0.38,32.45
i-883169,0.78,108.19
i-883170,0.44,515.03
i-883171,0.2,43.27
i-883172,0.172,756.32
i-883173,0.483,535.59
i-883174,0.28,485.82
i-883175,0.2,43.27
i-883176,0.28,485.82
i-883177,0.2,43.27
