id,type,time,Customer_Order,Transport_Document,Vehicle,Container,Handling_Unit,Truck,Forklift
collect_hu5440,Collect_Goods,2024-01-05T14:20:08,,,,,hu5440,,
collect_hu5438,Collect_Goods,2024-01-05T14:21:32,,,,,hu5438,,
collect_hu5437,Collect_Goods,2024-01-05T14:26:35,,,,,hu5437,,
collect_hu5442,Collect_Goods,2024-01-05T14:28:44,,,,,hu5442,,
load_truck_hu5442,Load_Truck,2024-01-05T14:37:53,,,,cr1020,hu5442,tr4,
load_truck_hu5437,Load_Truck,2024-01-05T14:40:11,,,,cr1020,hu5437,tr4,
load_truck_hu5438,Load_Truck,2024-01-05T14:41:25,,,,cr1020,hu5438,tr4,
load_truck_hu5441,Load_Truck,2024-01-05T14:43:42,,,,cr1020,hu5441,tr4,
load_truck_hu5439,Load_Truck,2024-01-05T14:45:00,,,,cr1020,hu5439,tr4,
load_truck_hu5440,Load_Truck,2024-01-05T14:46:47,,,,cr1020,hu5440,tr4,
reg_co304,Register_Customer_Order,2024-01-05T15:19:56,co304,,,,,,
pick_cr1027,Pick_Up_Empty_Container,2024-01-05T15:47:31,,,,cr1027,,,
collect_hu5443,Collect_Goods,2024-01-05T15:47:31,,,,,hu5443,,
collect_hu5444,Collect_Goods,2024-01-05T15:51:21,,,,,hu5444,,
collect_hu5448,Collect_Goods,2024-01-05T15:52:54,,,,,hu5448,,
collect_hu5447,Collect_Goods,2024-01-05T15:59:32,,,,,hu5447,,
drive_term_cr1020,Drive_to_Terminal,2024-01-05T16:43:27,,,,cr1020,,tr4,
weigh_cr1020,Weigh,2024-01-05T16:46:31,,,,cr1020,,,fl2
stock_cr1020,Place_in_Stock,2024-01-05T16:52:32,,,,cr1020,,,fl2
collect_hu5445,Collect_Goods,2024-01-05T17:09:13,,,,,hu5445,,
collect_hu5446,Collect_Goods,2024-01-05T17:16:33,,,,,hu5446,,
load_truck_hu5443,Load_Truck,2024-01-05T17:37:55,,,,cr1027,hu5443,tr1,
load_truck_hu5447,Load_Truck,2024-01-05T17:47:05,,,,cr1027,hu5447,tr1,
collect_hu5452,Collect_Goods,2024-01-06T00:02:19,,,,,hu5452,,
pick_cr1047,Pick_Up_Empty_Container,2024-01-06T00:02:19,,,,cr1047,,,
pick_cr1039,Pick_Up_Empty_Container,2024-01-06T15:05:45,,,,cr1039,,,
pick_cr1036,Pick_Up_Empty_Container,2024-01-07T05:45:42,,,,cr1036,,,
pick_cr1011,Pick_Up_Empty_Container,2024-01-07T23:48:55,,,,cr1011,,,
pick_cr1051,Pick_Up_Empty_Container,2024-01-08T03:19:02,,,,cr1051,,,
collect_hu5460,Collect_Goods,2024-01-08T06:17:38,,,,,hu5460,,
collect_hu5458,Collect_Goods,2024-01-08T06:24:35,,,,,hu5458,,
collect_hu5462,Collect_Goods,2024-01-08T06:26:52,,,,,hu5462,,
collect_hu5463,Collect_Goods,2024-01-08T06:32:41,,,,,hu5463,,
collect_hu5454,Collect_Goods,2024-01-08T06:39:20,,,,,hu5454,,
to_bay_cr971,Bring_to_Loading_Bay,2024-01-08T06:41:44,,,,cr971,,,fl3
to_bay_cr969,Bring_to_Loading_Bay,2024-01-08T06:42:13,,,,cr969,,,fl1
collect_hu5455,Collect_Goods,2024-01-08T06:43:12,,,,,hu5455,,
to_bay_cr1020,Bring_to_Loading_Bay,2024-01-08T06:43:18,,,,cr1020,,,fl2
load_truck_hu5452,Load_Truck,2024-01-08T06:45:39,,,,cr1047,hu5452,tr5,
collect_hu5456,Collect_Goods,2024-01-08T06:46:05,,,,,hu5456,,
collect_hu5451,Collect_Goods,2024-01-08T06:49:35,,,,,hu5451,,
load_truck_hu5454,Load_Truck,2024-01-08T06:49:42,,,,cr1047,hu5454,tr5,
load_truck_hu5455,Load_Truck,2024-01-08T06:50:50,,,,cr1039,hu5455,tr3,
load_truck_hu5444,Load_Truck,2024-01-08T06:51:17,,,,cr1027,hu5444,tr1,
collect_hu5464,Collect_Goods,2024-01-08T06:52:25,,,,,hu5464,,
load_truck_hu5451,Load_Truck,2024-01-08T06:52:25,,,,cr1047,hu5451,tr5,
load_truck_hu5456,Load_Truck,2024-01-08T06:53:58,,,,cr1039,hu5456,tr3,
collect_hu5450,Collect_Goods,2024-01-08T06:54:01,,,,,hu5450,,
collect_hu5465,Collect_Goods,2024-01-08T06:55:42,,,,,hu5465,,
load_veh_cr971,Load_to_Vehicle,2024-01-08T06:56:40,,,vh65,cr971,,,fl3
load_truck_hu5450,Load_Truck,2024-01-08T06:58:59,,,,cr1047,hu5450,tr5,
load_truck_hu5460,Load_Truck,2024-01-08T07:33:26,,,,cr1011,hu5460,tr6,
load_truck_hu5463,Load_Truck,2024-01-08T07:38:57,,,,cr1011,hu5463,tr6,
load_truck_hu5464,Load_Truck,2024-01-08T07:42:34,,,,cr1011,hu5464,tr6,
load_truck_hu5462,Load_Truck,2024-01-08T07:44:11,,,,cr1011,hu5462,tr6,
load_truck_hu5448,Load_Truck,2024-01-08T07:52:44,,,,cr1027,hu5448,tr1,
load_truck_hu5446,Load_Truck,2024-01-08T07:57:48,,,,cr1027,hu5446,tr1,
load_veh_cr969,Load_to_Vehicle,2024-01-08T07:58:45,,,vh65,cr969,,,fl1
collect_hu5457,Collect_Goods,2024-01-08T08:00:22,,,,,hu5457,,
load_truck_hu5465,Load_Truck,2024-01-08T08:00:22,,,,cr1011,hu5465,tr6,
collect_hu5459,Collect_Goods,2024-01-08T08:01:33,,,,,hu5459,,
load_truck_hu5457,Load_Truck,2024-01-08T08:01:33,,,,cr1039,hu5457,tr3,
collect_hu5449,Collect_Goods,2024-01-08T08:03:33,,,,,hu5449,,
to_bay_cr982,Bring_to_Loading_Bay,2024-01-08T08:03:44,,,,cr982,,,fl3
load_truck_hu5449,Load_Truck,2024-01-08T08:06:40,,,,cr1047,hu5449,tr5,
collect_hu5461,Collect_Goods,2024-01-08T08:06:40,,,,,hu5461,,
collect_hu5466,Collect_Goods,2024-01-08T08:10:30,,,,,hu5466,,
load_truck_hu5461,Load_Truck,2024-01-08T08:10:30,,,,cr1011,hu5461,tr6,
load_truck_hu5466,Load_Truck,2024-01-08T08:17:29,,,,cr1051,hu5466,tr4,
collect_hu5453,Collect_Goods,2024-01-08T08:17:29,,,,,hu5453,,
load_truck_hu5453,Load_Truck,2024-01-08T08:24:21,,,,cr1047,hu5453,tr5,
pick_cr1018,Pick_Up_Empty_Container,2024-01-08T08:25:43,,,,cr1018,,,
collect_hu5470,Collect_Goods,2024-01-08T08:25:43,,,,,hu5470,,
drive_term_cr1011,Drive_to_Terminal,2024-01-08T08:25:43,,,,cr1011,,tr6,
collect_hu5468,Collect_Goods,2024-01-08T08:26:48,,,,,hu5468,,
collect_hu5467,Collect_Goods,2024-01-08T08:28:01,,,,,hu5467,,
collect_hu5471,Collect_Goods,2024-01-08T08:32:04,,,,,hu5471,,
drive_term_cr1051,Drive_to_Terminal,2024-01-08T08:34:12,,,,cr1051,,tr4,
pick_cr1016,Pick_Up_Empty_Container,2024-01-08T08:34:12,,,,cr1016,,,
collect_hu5478,Collect_Goods,2024-01-08T08:35:08,,,,,hu5478,,
collect_hu5472,Collect_Goods,2024-01-08T08:36:22,,,,,hu5472,,
collect_hu5477,Collect_Goods,2024-01-08T08:38:20,,,,,hu5477,,
drive_term_cr1047,Drive_to_Terminal,2024-01-08T08:38:49,,,,cr1047,,tr5,
collect_hu5476,Collect_Goods,2024-01-08T08:42:48,,,,,hu5476,,
collect_hu5475,Collect_Goods,2024-01-08T08:43:31,,,,,hu5475,,
collect_hu5473,Collect_Goods,2024-01-08T08:46:18,,,,,hu5473,,
drive_term_cr1039,Drive_to_Terminal,2024-01-08T08:46:42,,,,cr1039,,tr3,
collect_hu5469,Collect_Goods,2024-01-08T08:47:04,,,,,hu5469,,
load_truck_hu5472,Load_Truck,2024-01-08T08:48:18,,,,cr1018,hu5472,tr6,
collect_hu5474,Collect_Goods,2024-01-08T08:48:37,,,,,hu5474,,
load_truck_hu5471,Load_Truck,2024-01-08T08:48:59,,,,cr1018,hu5471,tr6,
load_truck_hu5470,Load_Truck,2024-01-08T08:49:33,,,,cr1018,hu5470,tr6,
load_truck_hu5469,Load_Truck,2024-01-08T08:52:18,,,,cr1018,hu5469,tr6,
load_truck_hu5468,Load_Truck,2024-01-08T08:55:59,,,,cr1018,hu5468,tr6,
load_truck_hu5477,Load_Truck,2024-01-08T08:56:21,,,,cr1016,hu5477,tr4,
load_truck_hu5467,Load_Truck,2024-01-08T08:57:09,,,,cr1018,hu5467,tr6,
load_truck_hu5473,Load_Truck,2024-01-08T08:57:23,,,,cr1016,hu5473,tr4,
load_veh_cr1020,Load_to_Vehicle,2024-01-08T08:59:05,,,vh65,cr1020,,,fl2
load_truck_hu5474,Load_Truck,2024-01-08T08:59:32,,,,cr1016,hu5474,tr4,
load_truck_hu5445,Load_Truck,2024-01-08T09:00:37,,,,cr1027,hu5445,tr1,
to_bay_cr1021,Bring_to_Loading_Bay,2024-01-08T09:02:29,,,,cr1021,,,fl1
load_truck_hu5459,Load_Truck,2024-01-08T09:09:29,,,,cr1036,hu5459,tr2,
load_truck_hu5458,Load_Truck,2024-01-08T09:11:04,,,,cr1036,hu5458,tr2,
drive_term_cr1027,Drive_to_Terminal,2024-01-08T09:13:38,,,,cr1027,,tr1,
drive_term_cr1036,Drive_to_Terminal,2024-01-08T09:24:11,,,,cr1036,,tr2,
to_bay_cr993,Bring_to_Loading_Bay,2024-01-08T10:00:21,,,,cr993,,,fl2
load_veh_cr982,Load_to_Vehicle,2024-01-08T10:00:28,,,vh65,cr982,,,fl3
load_veh_cr1021,Load_to_Vehicle,2024-01-08T10:01:27,,,vh65,cr1021,,,fl1
to_bay_cr970,Bring_to_Loading_Bay,2024-01-08T10:01:44,,,,cr970,,,fl3
load_truck_hu5478,Load_Truck,2024-01-08T10:02:12,,,,cr1016,hu5478,tr4,
load_truck_hu5476,Load_Truck,2024-01-08T10:05:01,,,,cr1016,hu5476,tr4,
to_bay_cr994,Bring_to_Loading_Bay,2024-01-08T10:05:16,,,,cr994,,,fl1
load_truck_hu5475,Load_Truck,2024-01-08T10:06:41,,,,cr1016,hu5475,tr4,
load_veh_cr993,Load_to_Vehicle,2024-01-08T10:08:23,,,vh65,cr993,,,fl2
weigh_cr1051,Weigh,2024-01-08T10:08:23,,,,cr1051,,,fl2
drive_term_cr1018,Drive_to_Terminal,2024-01-08T10:08:26,,,,cr1018,,tr6,
stock_cr1051,Place_in_Stock,2024-01-08T10:09:34,,,,cr1051,,,fl2
load_veh_cr994,Load_to_Vehicle,2024-01-08T10:09:37,,,vh65,cr994,,,fl1
weigh_cr1036,Weigh,2024-01-08T10:09:37,,,,cr1036,,,fl1
to_bay_cr1022,Bring_to_Loading_Bay,2024-01-08T10:11:57,,,,cr1022,,,fl2
weigh_cr1027,Weigh,2024-01-08T10:11:57,,,,cr1027,,,fl1
stock_cr1036,Place_in_Stock,2024-01-08T10:11:57,,,,cr1036,,,fl1
load_veh_cr970,Load_to_Vehicle,2024-01-08T10:16:20,,,vh65,cr970,,,fl3
stock_cr1027,Place_in_Stock,2024-01-08T10:16:57,,,,cr1027,,,fl1
weigh_cr1018,Weigh,2024-01-08T10:16:57,,,,cr1018,,,fl1
stock_cr1018,Place_in_Stock,2024-01-08T10:18:09,,,,cr1018,,,fl1
to_bay_cr968,Bring_to_Loading_Bay,2024-01-08T10:18:09,,,,cr968,,,fl3
weigh_cr1039,Weigh,2024-01-08T10:18:09,,,,cr1039,,,fl1
stock_cr1039,Place_in_Stock,2024-01-08T10:19:26,,,,cr1039,,,fl1
load_veh_cr1022,Load_to_Vehicle,2024-01-08T10:20:57,,,vh65,cr1022,,,fl2
to_bay_cr992,Bring_to_Loading_Bay,2024-01-08T10:22:27,,,,cr992,,,fl2
to_bay_cr960,Bring_to_Loading_Bay,2024-01-08T10:24:24,,,,cr960,,,fl1
load_veh_cr968,Load_to_Vehicle,2024-01-08T10:28:42,,,vh65,cr968,,,fl3
to_bay_cr959,Bring_to_Loading_Bay,2024-01-08T10:31:22,,,,cr959,,,fl3
load_veh_cr992,Load_to_Vehicle,2024-01-08T10:32:30,,,vh65,cr992,,,fl2
to_bay_cr972,Bring_to_Loading_Bay,2024-01-08T10:33:40,,,,cr972,,,fl2
load_veh_cr959,Load_to_Vehicle,2024-01-08T10:33:59,,,vh65,cr959,,,fl3
load_veh_cr960,Load_to_Vehicle,2024-01-08T10:35:20,,,vh65,cr960,,,fl1
weigh_cr1011,Weigh,2024-01-08T10:35:20,,,,cr1011,,,fl1
to_bay_cr995,Bring_to_Loading_Bay,2024-01-08T10:36:14,,,,cr995,,,fl3
weigh_cr1047,Weigh,2024-01-08T10:37:01,,,,cr1047,,,fl1
stock_cr1011,Place_in_Stock,2024-01-08T10:37:01,,,,cr1011,,,fl1
load_veh_cr972,Load_to_Vehicle,2024-01-08T10:40:10,,,vh65,cr972,,,fl2
stock_cr1047,Place_in_Stock,2024-01-08T10:40:13,,,,cr1047,,,fl1
reg_co305,Register_Customer_Order,2024-01-08T10:40:35,co305,,,,,,
to_bay_cr1023,Bring_to_Loading_Bay,2024-01-08T10:42:20,,,,cr1023,,,fl2
load_veh_cr995,Load_to_Vehicle,2024-01-08T10:48:36,,,vh65,cr995,,,fl3
drive_term_cr1016,Drive_to_Terminal,2024-01-08T10:52:53,,,,cr1016,,tr4,
weigh_cr1016,Weigh,2024-01-08T10:53:45,,,,cr1016,,,fl1
load_veh_cr1023,Load_to_Vehicle,2024-01-08T10:57:10,,,vh65,cr1023,,,fl2
stock_cr1016,Place_in_Stock,2024-01-08T10:59:03,,,,cr1016,,,fl1
collect_hu5479,Collect_Goods,2024-01-08T11:36:44,,,,,hu5479,,
pick_cr1045,Pick_Up_Empty_Container,2024-01-08T11:36:44,,,,cr1045,,,
collect_hu5483,Collect_Goods,2024-01-08T12:37:57,,,,,hu5483,,
collect_hu5480,Collect_Goods,2024-01-08T12:40:24,,,,,hu5480,,
collect_hu5482,Collect_Goods,2024-01-08T12:41:53,,,,,hu5482,,
collect_hu5481,Collect_Goods,2024-01-08T12:47:56,,,,,hu5481,,
collect_hu5484,Collect_Goods,2024-01-08T12:48:43,,,,,hu5484,,
load_truck_hu5479,Load_Truck,2024-01-08T13:04:16,,,,cr1045,hu5479,tr4,
load_truck_hu5482,Load_Truck,2024-01-08T13:09:14,,,,cr1045,hu5482,tr4,
load_truck_hu5481,Load_Truck,2024-01-08T13:12:56,,,,cr1045,hu5481,tr4,
load_truck_hu5484,Load_Truck,2024-01-08T13:17:04,,,,cr1045,hu5484,tr4,
load_truck_hu5483,Load_Truck,2024-01-08T13:19:35,,,,cr1045,hu5483,tr4,
load_truck_hu5480,Load_Truck,2024-01-08T13:22:23,,,,cr1045,hu5480,tr4,
drive_term_cr1045,Drive_to_Terminal,2024-01-08T13:36:31,,,,cr1045,,tr4,
weigh_cr1045,Weigh,2024-01-08T13:37:44,,,,cr1045,,,fl1
stock_cr1045,Place_in_Stock,2024-01-08T13:39:19,,,,cr1045,,,fl1
create_td301,Create_Transport_Document,2024-01-08T14:37:26,co300,td301,,,,,
book_vehs_td301,Book_Vehicles,2024-01-08T14:50:49,,td301,vh67,,,,
create_td302,Create_Transport_Document,2024-01-08T15:35:27,co305,td302,,,,,
reg_co306,Register_Customer_Order,2024-01-08T16:45:52,co306,,,,,,
pick_cr1042,Pick_Up_Empty_Container,2024-01-08T23:50:41,,,,cr1042,,,
collect_hu5486,Collect_Goods,2024-01-08T23:50:41,,,,,hu5486,,
pick_cr1050,Pick_Up_Empty_Container,2024-01-09T06:08:15,,,,cr1050,,,
order_crs_td301,Order_Empty_Containers,2024-01-09T06:51:25,,td301,,"cr1052,cr1053",,,
pick_cr1053,Pick_Up_Empty_Container,2024-01-09T06:51:25,,,,cr1053,,,
collect_hu5495,Collect_Goods,2024-01-09T06:53:30,,,,,hu5495,,
pick_cr1040,Pick_Up_Empty_Container,2024-01-09T07:18:57,,,,cr1040,,,
load_truck_hu5486,Load_Truck,2024-01-09T07:31:00,,,,cr1042,hu5486,tr1,
load_truck_hu5495,Load_Truck,2024-01-09T07:56:10,,,,cr1050,hu5495,tr6,
collect_hu5487,Collect_Goods,2024-01-09T07:56:10,,,,,hu5487,,
book_vehs_td302,Book_Vehicles,2024-01-09T08:46:35,,td302,"vh66,vh71",,,,
collect_hu5502,Collect_Goods,2024-01-09T08:56:58,,,,,hu5502,,
load_truck_hu5487,Load_Truck,2024-01-09T08:56:58,,,,cr1042,hu5487,tr1,
load_truck_hu5502,Load_Truck,2024-01-09T09:57:15,,,,cr1040,hu5502,tr5,
collect_hu5501,Collect_Goods,2024-01-09T09:57:15,,,,,hu5501,,
collect_hu5488,Collect_Goods,2024-01-09T09:58:16,,,,,hu5488,,
depart_vh65,Depart,2024-01-09T10:00:00,,"td275,td278,td282,td285,td292",vh65,"cr1020,cr1021,cr1022,cr1023,cr959,cr960,cr968,cr969,cr970,cr971,cr972,cr982,cr992,cr993,cr994,cr995",,,
pick_cr1057,Pick_Up_Empty_Container,2024-01-09T10:38:18,,,,cr1057,,,
order_crs_td302,Order_Empty_Containers,2024-01-09T10:38:18,,td302,,"cr1054,cr1055,cr1056,cr1057,cr1058",,,
load_truck_hu5501,Load_Truck,2024-01-09T10:58:53,,,,cr1040,hu5501,tr5,
load_truck_hu5488,Load_Truck,2024-01-09T11:01:48,,,,cr1042,hu5488,tr1,
collect_hu5508,Collect_Goods,2024-01-09T11:01:48,,,,,hu5508,,
reg_co307,Register_Customer_Order,2024-01-09T11:26:26,co307,,,,,,
collect_hu5492,Collect_Goods,2024-01-09T12:07:22,,,,,hu5492,,
load_truck_hu5508,Load_Truck,2024-01-09T12:07:22,,,,cr1057,hu5508,tr2,
collect_hu5504,Collect_Goods,2024-01-09T12:10:06,,,,,hu5504,,
load_truck_hu5492,Load_Truck,2024-01-09T12:10:06,,,,cr1050,hu5492,tr6,
load_truck_hu5504,Load_Truck,2024-01-09T12:15:49,,,,cr1057,hu5504,tr2,
collect_hu5497,Collect_Goods,2024-01-09T12:15:49,,,,,hu5497,,
collect_hu5509,Collect_Goods,2024-01-09T12:20:39,,,,,hu5509,,
load_truck_hu5497,Load_Truck,2024-01-09T12:20:39,,,,cr1053,hu5497,tr4,
collect_hu5503,Collect_Goods,2024-01-09T12:22:05,,,,,hu5503,,
load_truck_hu5509,Load_Truck,2024-01-09T12:22:05,,,,cr1057,hu5509,tr2,
collect_hu5491,Collect_Goods,2024-01-09T12:23:28,,,,,hu5491,,
load_truck_hu5503,Load_Truck,2024-01-09T12:23:28,,,,cr1040,hu5503,tr5,
load_truck_hu5491,Load_Truck,2024-01-09T12:24:30,,,,cr1050,hu5491,tr6,
collect_hu5505,Collect_Goods,2024-01-09T12:24:30,,,,,hu5505,,
collect_hu5494,Collect_Goods,2024-01-09T12:25:15,,,,,hu5494,,
load_truck_hu5505,Load_Truck,2024-01-09T12:25:16,,,,cr1057,hu5505,tr2,
load_truck_hu5494,Load_Truck,2024-01-09T12:33:09,,,,cr1050,hu5494,tr6,
collect_hu5506,Collect_Goods,2024-01-09T12:33:09,,,,,hu5506,,
load_truck_hu5506,Load_Truck,2024-01-09T12:39:27,,,,cr1057,hu5506,tr2,
collect_hu5499,Collect_Goods,2024-01-09T12:39:27,,,,,hu5499,,
collect_hu5493,Collect_Goods,2024-01-09T12:41:54,,,,,hu5493,,
load_truck_hu5499,Load_Truck,2024-01-09T12:41:54,,,,cr1040,hu5499,tr5,
load_truck_hu5493,Load_Truck,2024-01-09T12:45:01,,,,cr1050,hu5493,tr6,
collect_hu5489,Collect_Goods,2024-01-09T12:45:01,,,,,hu5489,,
collect_hu5500,Collect_Goods,2024-01-09T12:50:27,,,,,hu5500,,
load_truck_hu5489,Load_Truck,2024-01-09T12:50:27,,,,cr1042,hu5489,tr1,
collect_hu5490,Collect_Goods,2024-01-09T12:54:58,,,,,hu5490,,
load_truck_hu5500,Load_Truck,2024-01-09T12:54:58,,,,cr1040,hu5500,tr5,
load_truck_hu5490,Load_Truck,2024-01-09T12:57:02,,,,cr1042,hu5490,tr1,
collect_hu5485,Collect_Goods,2024-01-09T12:57:02,,,,,hu5485,,
drive_term_cr1053,Drive_to_Terminal,2024-01-09T13:31:09,,,,cr1053,,tr4,
weigh_cr1053,Weigh,2024-01-09T13:31:43,,,,cr1053,,,fl1
stock_cr1053,Place_in_Stock,2024-01-09T13:33:14,,,,cr1053,,,fl1
create_td303,Create_Transport_Document,2024-01-09T13:44:39,co304,td303,,,,,
load_truck_hu5485,Load_Truck,2024-01-09T13:59:32,,,,cr1042,hu5485,tr1,
collect_hu5507,Collect_Goods,2024-01-09T13:59:32,,,,,hu5507,,
create_td304,Create_Transport_Document,2024-01-09T14:13:42,co307,td304,,,,,
book_vehs_td303,Book_Vehicles,2024-01-09T14:50:47,,td303,vh70,,,,
collect_hu5498,Collect_Goods,2024-01-09T15:04:15,,,,,hu5498,,
load_truck_hu5507,Load_Truck,2024-01-09T15:04:15,,,,cr1057,hu5507,tr2,
load_truck_hu5498,Load_Truck,2024-01-09T15:09:58,,,,cr1040,hu5498,tr5,
collect_hu5496,Collect_Goods,2024-01-09T15:09:58,,,,,hu5496,,
load_truck_hu5496,Load_Truck,2024-01-09T15:13:13,,,,cr1050,hu5496,tr6,
book_vehs_td304,Book_Vehicles,2024-01-09T15:14:25,,td304,vh71,,,,
drive_term_cr1042,Drive_to_Terminal,2024-01-09T15:16:35,,,,cr1042,,tr1,
weigh_cr1042,Weigh,2024-01-09T15:17:23,,,,cr1042,,,fl2
drive_term_cr1057,Drive_to_Terminal,2024-01-09T15:18:55,,,,cr1057,,tr2,
weigh_cr1057,Weigh,2024-01-09T15:20:45,,,,cr1057,,,fl1
stock_cr1042,Place_in_Stock,2024-01-09T15:21:48,,,,cr1042,,,fl2
stock_cr1057,Place_in_Stock,2024-01-09T15:26:04,,,,cr1057,,,fl1
drive_term_cr1040,Drive_to_Terminal,2024-01-09T16:18:28,,,,cr1040,,tr5,
drive_term_cr1050,Drive_to_Terminal,2024-01-09T16:31:52,,,,cr1050,,tr6,
weigh_cr1040,Weigh,2024-01-09T16:33:21,,,,cr1040,,,fl1
weigh_cr1050,Weigh,2024-01-09T16:33:35,,,,cr1050,,,fl2
stock_cr1050,Place_in_Stock,2024-01-09T16:35:41,,,,cr1050,,,fl2
stock_cr1040,Place_in_Stock,2024-01-09T16:43:41,,,,cr1040,,,fl1
reg_co308,Register_Customer_Order,2024-01-09T17:17:34,co308,,,,,,
collect_hu5513,Collect_Goods,2024-01-10T05:43:59,,,,,hu5513,,
pick_cr1054,Pick_Up_Empty_Container,2024-01-10T05:43:59,,,,cr1054,,,
pick_cr1026,Pick_Up_Empty_Container,2024-01-10T06:18:26,,,,cr1026,,,
order_crs_td304,Order_Empty_Containers,2024-01-10T06:20:20,,td304,,"cr1062,cr1063,cr1064",,,
collect_hu5520,Collect_Goods,2024-01-10T06:46:27,,,,,hu5520,,
collect_hu5514,Collect_Goods,2024-01-10T06:57:40,,,,,hu5514,,
load_truck_hu5520,Load_Truck,2024-01-10T06:58:26,,,,cr1026,hu5520,tr6,
load_truck_hu5513,Load_Truck,2024-01-10T07:23:30,,,,cr1054,hu5513,tr2,
collect_hu5516,Collect_Goods,2024-01-10T08:03:31,,,,,hu5516,,
load_truck_hu5514,Load_Truck,2024-01-10T08:03:31,,,,cr1054,hu5514,tr2,
collect_hu5517,Collect_Goods,2024-01-10T08:10:32,,,,,hu5517,,
load_truck_hu5516,Load_Truck,2024-01-10T08:10:32,,,,cr1026,hu5516,tr6,
collect_hu5519,Collect_Goods,2024-01-10T08:11:41,,,,,hu5519,,
load_truck_hu5517,Load_Truck,2024-01-10T08:12:10,,,,cr1026,hu5517,tr6,
load_truck_hu5519,Load_Truck,2024-01-10T08:13:11,,,,cr1026,hu5519,tr6,
collect_hu5512,Collect_Goods,2024-01-10T08:13:11,,,,,hu5512,,
load_truck_hu5512,Load_Truck,2024-01-10T08:13:43,,,,cr1054,hu5512,tr2,
collect_hu5518,Collect_Goods,2024-01-10T08:13:43,,,,,hu5518,,
load_truck_hu5518,Load_Truck,2024-01-10T08:19:27,,,,cr1026,hu5518,tr6,
collect_hu5511,Collect_Goods,2024-01-10T08:19:27,,,,,hu5511,,
load_truck_hu5511,Load_Truck,2024-01-10T08:22:03,,,,cr1054,hu5511,tr2,
collect_hu5515,Collect_Goods,2024-01-10T08:22:03,,,,,hu5515,,
load_truck_hu5515,Load_Truck,2024-01-10T08:23:55,,,,cr1054,hu5515,tr2,
collect_hu5510,Collect_Goods,2024-01-10T08:23:55,,,,,hu5510,,
load_truck_hu5510,Load_Truck,2024-01-10T08:27:52,,,,cr1054,hu5510,tr2,
drive_term_cr1054,Drive_to_Terminal,2024-01-10T08:41:29,,,,cr1054,,tr2,
weigh_cr1054,Weigh,2024-01-10T08:44:09,,,,cr1054,,,fl3
stock_cr1054,Place_in_Stock,2024-01-10T08:46:43,,,,cr1054,,,fl3
create_td305,Create_Transport_Document,2024-01-10T08:56:16,co302,td305,,,,,
drive_term_cr1026,Drive_to_Terminal,2024-01-10T09:27:48,,,,cr1026,,tr6,
weigh_cr1026,Weigh,2024-01-10T09:31:22,,,,cr1026,,,fl2
stock_cr1026,Place_in_Stock,2024-01-10T09:35:10,,,,cr1026,,,fl2
book_vehs_td305,Book_Vehicles,2024-01-10T10:06:37,,td305,vh67,,,,
order_crs_td303,Order_Empty_Containers,2024-01-10T10:17:49,,td303,,"cr1059,cr1060,cr1061",,,
pick_cr1052,Pick_Up_Empty_Container,2024-01-10T11:18:26,,,,cr1052,,,
collect_hu5522,Collect_Goods,2024-01-10T11:18:26,,,,,hu5522,,
pick_cr1059,Pick_Up_Empty_Container,2024-01-10T11:29:20,,,,cr1059,,,
reg_co309,Register_Customer_Order,2024-01-10T11:29:50,co309,,,,,,
collect_hu5530,Collect_Goods,2024-01-10T12:21:02,,,,,hu5530,,
collect_hu5523,Collect_Goods,2024-01-10T12:22:53,,,,,hu5523,,
collect_hu5528,Collect_Goods,2024-01-10T12:27:14,,,,,hu5528,,
order_crs_td305,Order_Empty_Containers,2024-01-10T12:34:43,,td305,,"cr1065,cr1066",,,
collect_hu5531,Collect_Goods,2024-01-10T12:35:23,,,,,hu5531,,
collect_hu5527,Collect_Goods,2024-01-10T12:42:49,,,,,hu5527,,
load_truck_hu5522,Load_Truck,2024-01-10T12:43:43,,,,cr1052,hu5522,tr4,
collect_hu5526,Collect_Goods,2024-01-10T12:45:31,,,,,hu5526,,
load_truck_hu5523,Load_Truck,2024-01-10T12:46:12,,,,cr1052,hu5523,tr4,
collect_hu5525,Collect_Goods,2024-01-10T12:50:37,,,,,hu5525,,
load_truck_hu5526,Load_Truck,2024-01-10T12:50:37,,,,cr1052,hu5526,tr4,
load_truck_hu5528,Load_Truck,2024-01-10T12:54:07,,,,cr1059,hu5528,tr6,
load_truck_hu5531,Load_Truck,2024-01-10T12:55:17,,,,cr1059,hu5531,tr6,
load_truck_hu5525,Load_Truck,2024-01-10T12:56:08,,,,cr1052,hu5525,tr4,
collect_hu5521,Collect_Goods,2024-01-10T12:56:08,,,,,hu5521,,
load_truck_hu5527,Load_Truck,2024-01-10T12:57:02,,,,cr1059,hu5527,tr6,
collect_hu5532,Collect_Goods,2024-01-10T12:57:06,,,,,hu5532,,
load_truck_hu5530,Load_Truck,2024-01-10T12:58:14,,,,cr1059,hu5530,tr6,
create_td306,Create_Transport_Document,2024-01-10T13:37:51,co303,td306,,,,,
book_vehs_td306,Book_Vehicles,2024-01-10T13:50:04,,td306,vh73,,,,
load_truck_hu5521,Load_Truck,2024-01-10T13:56:48,,,,cr1052,hu5521,tr4,
