id,type,time,quotation,purchase_order,material,purchase_requisition,goods_receipt,invoice_receipt,payment
event:11001,Create_Goods_Receipt,2023-04-03T13:15:00,,purchase_order:595,,,goods_receipt:721,,
event:11002,Create_Purchase_Order,2023-04-03T13:21:00,quotation:361,purchase_order:611,,,,,
event:11004,Create_Request_for_Quotation,2023-04-03T14:40:00,quotation:362,,,purchase_requisition:361:pr_trigger_361,,,
event:11008,Create_Goods_Receipt,2023-04-03T16:03:00,,purchase_order:608,,,goods_receipt:720,,
event:11009,Create_Purchase_Order,2023-04-03T16:41:00,quotation:361,purchase_order:609,,,,,
event:11010,Execute_Payment,2023-04-03T16:46:00,,purchase_order:575,,,goods_receipt:699,invoice_receipt:712,payment:342
event:11011,Approve_Purchase_Order,2023-04-03T17:27:00,quotation:354,purchase_order:605,,,,,
event:11012,Create_Purchase_Order,2023-04-03T18:20:00,quotation:362,purchase_order:617,,,,,
event:11013,Create_Purchase_Order,2023-04-03T19:13:00,quotation:362,purchase_order:616,,,,,
event:11014,Approve_Purchase_Requisition,2023-04-03T19:30:00,,,"material:900,material:899,material:898,material:897",purchase_requisition:363:pr_trigger_363,,,
event:11015,Create_Invoice_Receipt,2023-04-03T20:42:00,,,,,goods_receipt:705,invoice_receipt:713,
event:11016,Create_Goods_Receipt,2023-04-03T23:47:00,,purchase_order:593,,,goods_receipt:724,,
event:11017,Create_Purchase_Order,2023-04-04T00:37:00,quotation:360,purchase_order:615,,,,,
event:11018,Create_Goods_Receipt,2023-04-04T03:26:00,,purchase_order:593,,,goods_receipt:725,,
event:11029,Perform_Two-Way_Match,2023-04-04T07:10:00,,,,,goods_receipt:705,invoice_receipt:713,
event:11031,Create_Purchase_Order,2023-04-04T07:34:00,quotation:360,purchase_order:614,,,,,
event:11033,Create_Purchase_Order,2023-04-04T09:07:00,quotation:360,purchase_order:613,,,,,
event:11035,Approve_Purchase_Order,2023-04-04T09:11:00,quotation:360,purchase_order:614,,,,,
event:11036,Create_Purchase_Requisition,2023-04-04T09:32:00,,,"material:906,material:908,material:907",purchase_requisition:367:pr_trigger_367,,,
event:11038,Create_Request_for_Quotation,2023-04-04T13:31:00,quotation:363,,,purchase_requisition:365:pr_trigger_365,,,
event:11040,Approve_Purchase_Order,2023-04-04T15:33:00,quotation:354,purchase_order:603,,,,,
event:11041,Approve_Purchase_Order,2023-04-04T16:19:00,quotation:361,purchase_order:611,,,,,
event:11042,Approve_Purchase_Requisition,2023-04-04T16:24:00,,,"material:905,material:903,material:904",purchase_requisition:366:pr_trigger_366,,,
event:11043,Create_Invoice_Receipt,2023-04-04T17:53:00,,,,,goods_receipt:725,invoice_receipt:718,
event:11044,Create_Goods_Receipt,2023-04-04T18:46:00,,purchase_order:601,,,goods_receipt:719,,
event:11045,Execute_Payment,2023-04-04T21:20:00,,purchase_order:585,,,goods_receipt:705,invoice_receipt:713,payment:345
event:11046,Approve_Purchase_Order,2023-04-04T22:54:00,quotation:361,purchase_order:612,,,,,
event:11047,Create_Invoice_Receipt,2023-04-04T23:39:00,,,,,goods_receipt:724,invoice_receipt:718,
event:11048,Create_Goods_Receipt,2023-04-05T00:54:00,,purchase_order:600,,,goods_receipt:723,,
event:11049,Create_Purchase_Order,2023-04-05T03:38:00,quotation:362,purchase_order:618,,,,,
event:11050,Create_Request_for_Quotation,2023-04-05T05:35:00,quotation:358,,,purchase_requisition:360:pr_trigger_360,,,
event:11051,Create_Goods_Receipt,2023-04-05T05:56:00,,purchase_order:596,,,goods_receipt:722,,
event:11062,Perform_Two-Way_Match,2023-04-05T07:10:00,,,,,goods_receipt:725,invoice_receipt:718,
event:11063,Perform_Two-Way_Match,2023-04-05T07:10:00,,,,,goods_receipt:724,invoice_receipt:718,
event:11065,Create_Invoice_Receipt,2023-04-05T07:13:00,,,,,goods_receipt:722,invoice_receipt:722,
event:11067,Perform_Two-Way_Match,2023-04-05T07:23:00,,,,,goods_receipt:722,invoice_receipt:722,
event:11068,Create_Invoice_Receipt,2023-04-05T12:52:00,,,,,goods_receipt:720,invoice_receipt:716,
event:11070,Perform_Two-Way_Match,2023-04-05T13:02:00,,,,,goods_receipt:720,invoice_receipt:716,
event:11072,Create_Goods_Receipt,2023-04-05T14:35:00,,purchase_order:592,,,goods_receipt:717,,
event:11076,Execute_Payment,2023-04-05T15:46:00,,purchase_order:584,,,goods_receipt:711,invoice_receipt:707,payment:340
event:11077,Create_Purchase_Requisition,2023-04-05T17:27:00,,,material:909,purchase_requisition:368:pr_trigger_368,,,
event:11078,Execute_Payment,2023-04-05T17:55:00,,purchase_order:555,,,goods_receipt:693,invoice_receipt:714,payment:344
event:11079,Create_Invoice_Receipt,2023-04-05T20:10:00,,,,,goods_receipt:706,invoice_receipt:715,
event:11080,Create_Purchase_Order,2023-04-05T20:41:00,quotation:358,purchase_order:620,,,,,
event:11081,Create_Invoice_Receipt,2023-04-05T22:06:00,,,,,goods_receipt:721,invoice_receipt:722,
event:11082,Create_Purchase_Order,2023-04-05T23:55:00,quotation:363,purchase_order:619,,,,,
event:11083,Create_Invoice_Receipt,2023-04-06T02:59:00,,,,,goods_receipt:723,invoice_receipt:720,
event:11084,Create_Invoice_Receipt,2023-04-06T04:43:00,,,,,goods_receipt:716,invoice_receipt:725,
event:11093,Perform_Two-Way_Match,2023-04-06T07:10:00,,,,,goods_receipt:706,invoice_receipt:715,
event:11094,Perform_Two-Way_Match,2023-04-06T07:10:00,,,,,goods_receipt:721,invoice_receipt:722,
event:11095,Perform_Two-Way_Match,2023-04-06T07:10:00,,,,,goods_receipt:723,invoice_receipt:720,
event:11096,Perform_Two-Way_Match,2023-04-06T07:10:00,,,,,goods_receipt:716,invoice_receipt:725,
event:11100,Create_Goods_Receipt,2023-04-06T07:39:00,,purchase_order:595,,,goods_receipt:722,,
event:11101,Approve_Purchase_Order,2023-04-06T08:24:00,quotation:362,purchase_order:617,,,,,
event:11102,Approve_Purchase_Order,2023-04-06T09:41:00,quotation:361,purchase_order:609,,,,,
event:11103,Execute_Payment,2023-04-06T17:11:00,,purchase_order:600,,,goods_receipt:723,invoice_receipt:720,payment:350
event:11104,Execute_Payment,2023-04-06T19:31:00,,purchase_order:586,,,goods_receipt:706,invoice_receipt:715,payment:348
event:11105,Approve_Purchase_Requisition,2023-04-06T21:50:00,,,material:909,purchase_requisition:368:pr_trigger_368,,,
event:11106,Approve_Purchase_Requisition,2023-04-07T02:08:00,,,material:901,purchase_requisition:364:pr_trigger_364,,,
event:11107,Create_Invoice_Receipt,2023-04-07T02:09:00,,,,,goods_receipt:718,invoice_receipt:725,
event:11108,Create_Request_for_Quotation,2023-04-07T04:32:00,quotation:365,,,purchase_requisition:366:pr_trigger_366,,,
event:11109,Approve_Purchase_Order,2023-04-07T06:06:00,quotation:362,purchase_order:616,,,,,
event:11115,Perform_Two-Way_Match,2023-04-07T07:10:00,,,,,goods_receipt:718,invoice_receipt:725,
event:11116,Approve_Purchase_Order,2023-04-07T07:34:00,quotation:340,purchase_order:599,,,,,
event:11121,Execute_Payment,2023-04-07T07:46:00,,"purchase_order:589,purchase_order:590,purchase_order:588,purchase_order:587",,,"goods_receipt:713,goods_receipt:715,goods_receipt:714,goods_receipt:712",invoice_receipt:711,payment:343
event:11122,Create_Goods_Receipt,2023-04-07T11:10:00,,purchase_order:598,,,goods_receipt:727,,
event:11123,Create_Purchase_Requisition,2023-04-07T12:35:00,,,"material:911,material:910,material:912",purchase_requisition:369:pr_trigger_369,,,
event:11125,Create_Request_for_Quotation,2023-04-07T16:25:00,quotation:364,,,purchase_requisition:363:pr_trigger_363,,,
event:11126,Create_Request_for_Quotation,2023-04-07T16:48:00,quotation:352,,,purchase_requisition:350:pr_trigger_350,,,
event:11127,Create_Invoice_Receipt,2023-04-07T18:26:00,,,,,goods_receipt:719,invoice_receipt:719,
event:11128,Create_Invoice_Receipt,2023-04-07T19:52:00,,,,,goods_receipt:717,invoice_receipt:725,
event:11129,Approve_Purchase_Order,2023-04-07T20:16:00,quotation:354,purchase_order:602,,,,,
event:11130,Execute_Payment,2023-04-07T22:27:00,,"purchase_order:595,purchase_order:596",,,"goods_receipt:721,goods_receipt:722",invoice_receipt:722,payment:349
event:11131,Execute_Payment,2023-04-07T23:36:00,,"purchase_order:593,purchase_order:594",,,"goods_receipt:725,goods_receipt:724",invoice_receipt:718,payment:346
event:11132,Execute_Payment,2023-04-08T01:45:00,,purchase_order:555,,,goods_receipt:693,invoice_receipt:714,payment:344
event:11133,Approve_Purchase_Order,2023-04-08T02:54:00,quotation:362,purchase_order:618,,,,,
event:11134,Approve_Purchase_Requisition,2023-04-08T03:14:00,,,"material:906,material:908,material:907",purchase_requisition:367:pr_trigger_367,,,
event:11135,Create_Request_for_Quotation,2023-04-08T04:48:00,quotation:366,,,purchase_requisition:368:pr_trigger_368,,,
event:11136,Approve_Purchase_Order,2023-04-08T06:18:00,quotation:360,purchase_order:615,,,,,
event:11137,Create_Goods_Receipt,2023-04-08T15:05:00,,purchase_order:591,,,goods_receipt:717,,
event:11138,Approve_Purchase_Order,2023-04-08T21:44:00,quotation:361,purchase_order:610,,,,,
event:11139,Approve_Purchase_Order,2023-04-08T21:54:00,quotation:353,purchase_order:607,,,,,
event:11140,Create_Goods_Receipt,2023-04-08T22:24:00,,purchase_order:599,,,goods_receipt:726,,
event:11141,Approve_Purchase_Order,2023-04-09T01:00:00,quotation:363,purchase_order:619,,,,,
event:11142,Approve_Purchase_Order,2023-04-09T01:45:00,quotation:341,purchase_order:597,,,,,
event:11143,Approve_Purchase_Requisition,2023-04-09T02:07:00,,,"material:911,material:910,material:912",purchase_requisition:369:pr_trigger_369,,,
event:11144,Execute_Payment,2023-04-09T05:42:00,,purchase_order:608,,,goods_receipt:720,invoice_receipt:716,payment:347
event:11145,Create_Request_for_Quotation,2023-04-09T07:53:00,quotation:367,,,purchase_requisition:364:pr_trigger_364,,,
event:11146,Create_Purchase_Order,2023-04-09T12:59:00,quotation:365,purchase_order:621,,,,,
event:11147,Approve_Purchase_Order,2023-04-09T17:50:00,quotation:357,purchase_order:606,,,,,
event:11148,Approve_Purchase_Order,2023-04-10T03:41:00,quotation:360,purchase_order:613,,,,,
event:11205,Perform_Two-Way_Match,2023-04-10T07:10:00,,,,,goods_receipt:717,invoice_receipt:725,
event:11204,Perform_Two-Way_Match,2023-04-10T07:10:00,,,,,goods_receipt:719,invoice_receipt:719,
event:11209,Approve_Purchase_Order,2023-04-10T10:18:00,quotation:365,purchase_order:621,,,,,
event:11210,Create_Goods_Receipt,2023-04-10T10:41:00,,purchase_order:616,,,goods_receipt:733,,
event:11212,Create_Goods_Receipt,2023-04-10T10:47:00,,purchase_order:610,,,goods_receipt:736,,
event:11214,Create_Purchase_Requisition,2023-04-10T11:26:00,,,"material:916,material:913,material:914,material:915",purchase_requisition:370:pr_trigger_370,,,
event:11216,Delegate_Purchase_Requisition_Approval,2023-04-10T12:08:00,,,"material:916,material:913,material:914,material:915",purchase_requisition:370:pr_trigger_370,,,
event:11218,Create_Purchase_Order,2023-04-10T12:17:00,quotation:364,purchase_order:623,,,,,
event:11220,Create_Purchase_Order,2023-04-10T12:35:00,quotation:352,purchase_order:624,,,,,
event:11222,Execute_Payment,2023-04-10T13:11:00,,purchase_order:555,,,goods_receipt:693,invoice_receipt:714,payment:344
event:11224,Create_Request_for_Quotation,2023-04-10T13:57:00,quotation:368,,,purchase_requisition:367:pr_trigger_367,,,
event:11227,Create_Purchase_Order,2023-04-10T16:08:00,quotation:368,purchase_order:628,,,,,
event:11228,Create_Goods_Receipt,2023-04-10T17:15:00,,purchase_order:612,,,goods_receipt:735,,
event:11229,Approve_Purchase_Order,2023-04-10T18:59:00,quotation:364,purchase_order:623,,,,,
event:11230,Create_Goods_Receipt,2023-04-10T19:57:00,,purchase_order:609,,,goods_receipt:738,,
event:11231,Create_Request_for_Quotation,2023-04-10T20:12:00,quotation:369,,,purchase_requisition:369:pr_trigger_369,,,
event:11232,Create_Goods_Receipt,2023-04-10T20:55:00,,purchase_order:616,,,goods_receipt:734,,
event:11233,Create_Goods_Receipt,2023-04-10T21:09:00,,purchase_order:617,,,goods_receipt:733,,
event:11234,Create_Invoice_Receipt,2023-04-10T21:57:00,,,,,goods_receipt:727,invoice_receipt:727,
event:11235,Create_Purchase_Order,2023-04-10T21:57:00,quotation:364,purchase_order:622,,,,,
event:11236,Create_Goods_Receipt,2023-04-10T22:59:00,,purchase_order:599,,,goods_receipt:727,,
event:11237,Create_Purchase_Order,2023-04-10T23:34:00,quotation:368,purchase_order:627,,,,,
event:11238,Create_Goods_Receipt,2023-04-11T00:49:00,,purchase_order:610,,,goods_receipt:737,,
event:11239,Create_Goods_Receipt,2023-04-11T01:57:00,,purchase_order:605,,,goods_receipt:731,,
event:11240,Create_Goods_Receipt,2023-04-11T02:29:00,,purchase_order:605,,,goods_receipt:729,,
event:11241,Execute_Payment,2023-04-11T02:53:00,,"purchase_order:592,purchase_order:591",,,"goods_receipt:718,goods_receipt:717,goods_receipt:716",invoice_receipt:725,payment:352
event:11242,Approve_Purchase_Order,2023-04-11T03:22:00,quotation:352,purchase_order:624,,,,,
event:11243,Create_Goods_Receipt,2023-04-11T05:11:00,,purchase_order:605,,,goods_receipt:728,,
event:11244,Create_Goods_Receipt,2023-04-11T06:19:00,,purchase_order:612,,,goods_receipt:738,,
event:11245,Execute_Payment,2023-04-11T06:22:00,,purchase_order:560,,,"goods_receipt:658,goods_receipt:656,goods_receipt:657,goods_receipt:659",invoice_receipt:668,payment:321
event:11262,Perform_Two-Way_Match,2023-04-11T07:10:00,,,,,goods_receipt:727,invoice_receipt:727,
event:11263,Create_Goods_Receipt,2023-04-11T09:21:00,,purchase_order:618,,,goods_receipt:733,,
event:11265,Approve_Purchase_Order,2023-04-11T09:44:00,quotation:368,purchase_order:627,,,,,
event:11266,Create_Purchase_Order,2023-04-11T10:41:00,quotation:367,purchase_order:626,,,,,
event:11268,Create_Goods_Receipt,2023-04-11T11:10:00,,purchase_order:609,,,goods_receipt:736,,
event:11270,Create_Goods_Receipt,2023-04-11T11:39:00,,purchase_order:619,,,goods_receipt:741,,
event:11273,Create_Goods_Receipt,2023-04-11T14:23:00,,purchase_order:606,,,goods_receipt:744,,
event:11275,Create_Goods_Receipt,2023-04-11T15:11:00,,purchase_order:616,,,goods_receipt:732,,
event:11276,Create_Goods_Receipt,2023-04-11T16:16:00,,purchase_order:609,,,goods_receipt:737,,
event:11277,Approve_Purchase_Order,2023-04-11T16:23:00,quotation:367,purchase_order:626,,,,,
event:11278,Create_Goods_Receipt,2023-04-11T16:25:00,,purchase_order:607,,,goods_receipt:739,,
event:11279,Create_Goods_Receipt,2023-04-11T17:13:00,,purchase_order:614,,,goods_receipt:746,,
event:11280,Create_Goods_Receipt,2023-04-11T19:33:00,,purchase_order:603,,,goods_receipt:729,,
event:11281,Create_Goods_Receipt,2023-04-11T22:40:00,,purchase_order:602,,,goods_receipt:728,,
event:11282,Create_Invoice_Receipt,2023-04-11T23:32:00,,,,,goods_receipt:726,invoice_receipt:727,
event:11283,Create_Goods_Receipt,2023-04-12T00:08:00,,purchase_order:617,,,goods_receipt:734,,
event:11284,Create_Goods_Receipt,2023-04-12T02:34:00,,purchase_order:618,,,goods_receipt:734,,
event:11285,Create_Invoice_Receipt,2023-04-12T02:42:00,,,,,goods_receipt:741,invoice_receipt:728,
event:11286,Create_Goods_Receipt,2023-04-12T02:49:00,,purchase_order:614,,,goods_receipt:747,,
event:11287,Create_Goods_Receipt,2023-04-12T02:56:00,,purchase_order:604,,,goods_receipt:730,,
event:11288,Create_Goods_Receipt,2023-04-12T03:43:00,,purchase_order:615,,,goods_receipt:746,,
event:11289,Create_Goods_Receipt,2023-04-12T06:14:00,,purchase_order:603,,,goods_receipt:730,,
event:11303,Perform_Two-Way_Match,2023-04-12T07:10:00,,,,,goods_receipt:741,invoice_receipt:728,
event:11302,Perform_Two-Way_Match,2023-04-12T07:10:00,,,,,goods_receipt:726,invoice_receipt:727,
event:11306,Create_Invoice_Receipt,2023-04-12T08:44:00,,,,,goods_receipt:729,invoice_receipt:735,
event:11308,Perform_Two-Way_Match,2023-04-12T08:54:00,,,,,goods_receipt:729,invoice_receipt:735,
event:11309,Create_Goods_Receipt,2023-04-12T09:12:00,,purchase_order:615,,,goods_receipt:748,,
event:11310,Create_Goods_Receipt,2023-04-12T09:57:00,,purchase_order:613,,,goods_receipt:748,,
event:11314,Approve_Purchase_Order,2023-04-12T10:36:00,quotation:358,purchase_order:620,,,,,
event:11316,Create_Purchase_Order,2023-04-12T11:01:00,quotation:369,purchase_order:629,,,,,
event:11318,Create_Invoice_Receipt,2023-04-12T11:07:00,,,,,goods_receipt:728,invoice_receipt:735,
event:11320,Perform_Two-Way_Match,2023-04-12T11:17:00,,,,,goods_receipt:728,invoice_receipt:735,
event:11321,Create_Goods_Receipt,2023-04-12T11:45:00,,purchase_order:611,,,goods_receipt:737,,
event:11326,Create_Goods_Receipt,2023-04-12T12:03:00,,purchase_order:604,,,goods_receipt:728,,
event:11327,Create_Goods_Receipt,2023-04-12T16:00:00,,purchase_order:617,,,goods_receipt:732,,
event:11328,Create_Invoice_Receipt,2023-04-12T16:08:00,,,,,goods_receipt:747,invoice_receipt:738,
event:11329,Create_Invoice_Receipt,2023-04-12T17:24:00,,,,,goods_receipt:746,invoice_receipt:738,
event:11330,Create_Goods_Receipt,2023-04-12T17:28:00,,purchase_order:602,,,goods_receipt:731,,
event:11331,Create_Goods_Receipt,2023-04-12T17:49:00,,purchase_order:607,,,goods_receipt:740,,
event:11332,Create_Goods_Receipt,2023-04-12T20:46:00,,purchase_order:611,,,goods_receipt:735,,
event:11333,Create_Invoice_Receipt,2023-04-12T21:40:00,,,,,goods_receipt:737,invoice_receipt:742,
event:11334,Create_Goods_Receipt,2023-04-12T21:54:00,,purchase_order:602,,,goods_receipt:729,,
event:11335,Create_Invoice_Receipt,2023-04-13T01:35:00,,,,,goods_receipt:738,invoice_receipt:742,
event:11336,Create_Invoice_Receipt,2023-04-13T01:36:00,,,,,goods_receipt:736,invoice_receipt:742,
event:11337,Create_Invoice_Receipt,2023-04-13T02:42:00,,,,,goods_receipt:748,invoice_receipt:738,
event:11338,Create_Goods_Receipt,2023-04-13T03:24:00,,purchase_order:624,,,goods_receipt:751,,
event:11339,Create_Goods_Receipt,2023-04-13T04:20:00,,purchase_order:621,,,goods_receipt:750,,
event:11340,Create_Goods_Receipt,2023-04-13T06:30:00,,purchase_order:626,,,goods_receipt:752,,
event:11355,Perform_Two-Way_Match,2023-04-13T07:10:00,,,,,goods_receipt:748,invoice_receipt:738,
event:11351,Perform_Two-Way_Match,2023-04-13T07:10:00,,,,,goods_receipt:747,invoice_receipt:738,
event:11352,Perform_Two-Way_Match,2023-04-13T07:10:00,,,,,goods_receipt:737,invoice_receipt:742,
event:11354,Perform_Two-Way_Match,2023-04-13T07:10:00,,,,,goods_receipt:736,invoice_receipt:742,
event:11353,Perform_Two-Way_Match,2023-04-13T07:10:00,,,,,goods_receipt:738,invoice_receipt:742,
event:11356,Perform_Two-Way_Match,2023-04-13T07:10:00,,,,,goods_receipt:746,invoice_receipt:738,
event:11358,Create_Invoice_Receipt,2023-04-13T09:11:00,,,,,goods_receipt:739,invoice_receipt:744,
event:11360,Perform_Two-Way_Match,2023-04-13T09:21:00,,,,,goods_receipt:739,invoice_receipt:744,
event:11361,Approve_Purchase_Order,2023-04-13T10:49:00,quotation:364,purchase_order:622,,,,,
event:11370,Create_Goods_Receipt,2023-04-13T13:27:00,,purchase_order:613,,,goods_receipt:747,,
event:11371,Create_Invoice_Receipt,2023-04-13T13:28:00,,,,,goods_receipt:752,invoice_receipt:746,
event:11373,Perform_Two-Way_Match,2023-04-13T13:38:00,,,,,goods_receipt:752,invoice_receipt:746,
event:11375,Create_Invoice_Receipt,2023-04-13T13:53:00,,,,,goods_receipt:735,invoice_receipt:742,
event:11377,Perform_Two-Way_Match,2023-04-13T14:03:00,,,,,goods_receipt:735,invoice_receipt:742,
event:11379,Create_Goods_Receipt,2023-04-13T14:49:00,,purchase_order:606,,,goods_receipt:743,,
event:11380,Create_Goods_Receipt,2023-04-13T16:28:00,,purchase_order:609,,,goods_receipt:735,,
event:11381,Create_Goods_Receipt,2023-04-13T17:19:00,,purchase_order:598,,,goods_receipt:726,,
event:11382,Create_Invoice_Receipt,2023-04-13T17:22:00,,,,,goods_receipt:731,invoice_receipt:735,
event:11383,Create_Invoice_Receipt,2023-04-13T17:43:00,,,,,goods_receipt:734,invoice_receipt:731,
event:11384,Create_Invoice_Receipt,2023-04-13T17:57:00,,,,,goods_receipt:733,invoice_receipt:731,
event:11385,Create_Invoice_Receipt,2023-04-13T18:50:00,,,,,goods_receipt:751,invoice_receipt:745,
event:11386,Create_Goods_Receipt,2023-04-13T18:59:00,,purchase_order:603,,,goods_receipt:731,,
event:11387,Create_Goods_Receipt,2023-04-13T19:32:00,,purchase_order:611,,,goods_receipt:736,,
event:11388,Create_Invoice_Receipt,2023-04-14T01:13:00,,,,,goods_receipt:730,invoice_receipt:735,
event:11389,Create_Goods_Receipt,2023-04-14T02:17:00,,purchase_order:622,,,goods_receipt:754,,
event:11390,Create_Goods_Receipt,2023-04-14T02:19:00,,purchase_order:604,,,goods_receipt:729,,
event:11391,Create_Invoice_Receipt,2023-04-14T04:39:00,,,,,goods_receipt:740,invoice_receipt:744,
event:11404,Perform_Two-Way_Match,2023-04-14T07:10:00,,,,,goods_receipt:751,invoice_receipt:745,
event:11400,Perform_Two-Way_Match,2023-04-14T07:10:00,,,,,goods_receipt:731,invoice_receipt:735,
event:11405,Perform_Two-Way_Match,2023-04-14T07:10:00,,,,,goods_receipt:730,invoice_receipt:735,
event:11401,Perform_Two-Way_Match,2023-04-14T07:10:00,,,,,goods_receipt:740,invoice_receipt:744,
event:11402,Perform_Two-Way_Match,2023-04-14T07:10:00,,,,,goods_receipt:734,invoice_receipt:731,
event:11403,Perform_Two-Way_Match,2023-04-14T07:10:00,,,,,goods_receipt:733,invoice_receipt:731,
event:11409,Create_Purchase_Requisition,2023-04-14T09:10:00,,,"material:918,material:919,material:917",purchase_requisition:371:pr_trigger_371,,,
event:11411,Create_Goods_Receipt,2023-04-14T10:28:00,,purchase_order:610,,,goods_receipt:735,,
event:11412,Create_Purchase_Order,2023-04-14T12:16:00,quotation:369,purchase_order:630,,,,,
event:11414,Create_Goods_Receipt,2023-04-14T12:31:00,,purchase_order:612,,,goods_receipt:736,,
event:11415,Execute_Payment,2023-04-14T12:38:00,,"purchase_order:615,purchase_order:614,purchase_order:613",,,"goods_receipt:748,goods_receipt:747,goods_receipt:746",invoice_receipt:738,payment:355
event:11416,Create_Goods_Receipt,2023-04-14T12:47:00,,purchase_order:610,,,goods_receipt:738,,
event:11417,Create_Goods_Receipt,2023-04-14T15:05:00,,purchase_order:622,,,goods_receipt:756,,
event:11418,Create_Goods_Receipt,2023-04-14T16:20:00,,purchase_order:623,,,goods_receipt:756,,
event:11419,Create_Goods_Receipt,2023-04-14T17:16:00,,purchase_order:618,,,goods_receipt:732,,
event:11420,Create_Purchase_Requisition,2023-04-14T17:24:00,,,material:920,purchase_requisition:372:pr_trigger_372,,,
event:11421,Create_Purchase_Order,2023-04-14T18:05:00,quotation:366,purchase_order:625,,,,,
event:11422,Create_Goods_Receipt,2023-04-14T23:32:00,,purchase_order:622,,,goods_receipt:755,,
event:11423,Create_Goods_Receipt,2023-04-15T00:35:00,,purchase_order:620,,,goods_receipt:753,,
event:11424,Execute_Payment,2023-04-15T00:46:00,,purchase_order:624,,,goods_receipt:751,invoice_receipt:745,payment:359
event:11425,Create_Invoice_Receipt,2023-04-15T01:07:00,,,,,goods_receipt:732,invoice_receipt:731,
event:11426,Create_Goods_Receipt,2023-04-15T03:20:00,,purchase_order:603,,,goods_receipt:728,,
event:11427,Execute_Payment,2023-04-15T05:16:00,,purchase_order:601,,,goods_receipt:719,invoice_receipt:719,payment:351
event:11428,Execute_Payment,2023-04-15T06:14:00,,"purchase_order:605,purchase_order:602,purchase_order:604,purchase_order:603",,,"goods_receipt:730,goods_receipt:729,goods_receipt:728,goods_receipt:731",invoice_receipt:735,payment:360
event:11429,Approve_Purchase_Order,2023-04-15T14:56:00,quotation:369,purchase_order:629,,,,,
event:11430,Create_Goods_Receipt,2023-04-15T15:28:00,,purchase_order:611,,,goods_receipt:738,,
event:11431,Create_Goods_Receipt,2023-04-15T16:05:00,,purchase_order:612,,,goods_receipt:737,,
event:11432,Create_Goods_Receipt,2023-04-15T16:43:00,,purchase_order:606,,,goods_receipt:745,,
event:11433,Create_Goods_Receipt,2023-04-15T17:35:00,,purchase_order:614,,,goods_receipt:748,,
event:11434,Execute_Payment,2023-04-15T17:46:00,,purchase_order:626,,,goods_receipt:752,invoice_receipt:746,payment:356
event:11435,Create_Goods_Receipt,2023-04-15T20:30:00,,purchase_order:605,,,goods_receipt:730,,
event:11436,Create_Goods_Receipt,2023-04-15T20:40:00,,purchase_order:615,,,goods_receipt:747,,
event:11437,Approve_Purchase_Order,2023-04-15T22:35:00,quotation:368,purchase_order:628,,,,,
event:11438,Create_Goods_Receipt,2023-04-16T07:28:00,,purchase_order:594,,,goods_receipt:724,,
event:11439,Execute_Payment,2023-04-16T18:55:00,,"purchase_order:598,purchase_order:599",,,"goods_receipt:726,goods_receipt:727",invoice_receipt:727,payment:353
event:11440,Create_Goods_Receipt,2023-04-16T19:22:00,,purchase_order:613,,,goods_receipt:746,,
event:11441,Approve_Purchase_Order,2023-04-16T20:50:00,quotation:369,purchase_order:630,,,,,
event:11442,Create_Goods_Receipt,2023-04-17T01:20:00,,purchase_order:623,,,goods_receipt:757,,
event:11470,Perform_Two-Way_Match,2023-04-17T07:10:00,,,,,goods_receipt:732,invoice_receipt:731,
event:11472,Create_Goods_Receipt,2023-04-17T07:48:00,,purchase_order:627,,,goods_receipt:759,,
event:11473,Create_Request_for_Quotation,2023-04-17T08:45:00,quotation:370,,,purchase_requisition:370:pr_trigger_370,,,
event:11476,Create_Purchase_Requisition,2023-04-17T08:48:00,,,"material:922,material:923",purchase_requisition:374:pr_trigger_374,,,
event:11478,Create_Goods_Receipt,2023-04-17T10:42:00,,purchase_order:604,,,goods_receipt:731,,
event:11479,Create_Purchase_Requisition,2023-04-17T10:59:00,,,material:921,purchase_requisition:373:pr_trigger_373,,,
event:11481,Approve_Purchase_Order,2023-04-17T11:10:00,quotation:366,purchase_order:625,,,,,
event:11483,Create_Goods_Receipt,2023-04-17T18:50:00,,purchase_order:630,,,goods_receipt:761,,
event:11484,Create_Purchase_Requisition,2023-04-17T19:35:00,,,"material:926,material:927,material:925,material:924",purchase_requisition:375:pr_trigger_375,,,
event:11485,Create_Invoice_Receipt,2023-04-17T21:31:00,,,,,goods_receipt:754,invoice_receipt:754,
event:11486,Execute_Payment,2023-04-18T00:55:00,,purchase_order:607,,,"goods_receipt:740,goods_receipt:739",invoice_receipt:744,payment:358
event:11487,Create_Goods_Receipt,2023-04-18T02:49:00,,purchase_order:627,,,goods_receipt:758,,
event:11488,Create_Purchase_Order,2023-04-18T03:31:00,quotation:370,purchase_order:632,,,,,
event:11489,Create_Invoice_Receipt,2023-04-18T05:47:00,,,,,goods_receipt:755,invoice_receipt:754,
event:11490,Create_Goods_Receipt,2023-04-18T06:41:00,,purchase_order:623,,,goods_receipt:755,,
event:11495,Perform_Two-Way_Match,2023-04-18T07:10:00,,,,,goods_receipt:754,invoice_receipt:754,
event:11496,Perform_Two-Way_Match,2023-04-18T07:10:00,,,,,goods_receipt:755,invoice_receipt:754,
event:11497,Create_Invoice_Receipt,2023-04-18T07:38:00,,,,,goods_receipt:757,invoice_receipt:754,
