id,Net_Price_EKPO_NETPR,Quantity_EKPO_MENGE,Delivery_Date_EKPO_BEDAT,Plant_EKPO_WERKS,Material_EKPO_MATNR,Storage_Location_EKPO_LGORT
material:512,900,8,2023-10-04T09:30:13.925293,5000,BIKE_BELL,0002
material:1224,1050,19,2023-10-31T09:30:19.793577,1000,NIPPLE,0005
material:1083,650,100,2023-10-17T09:30:18.613292,2000,BOTTLE_CAGE,0002
material:2,650,56,2023-10-26T09:30:10.235472,4000,SPEEDOMETER,0001
material:212,150,92,2023-10-27T09:30:11.574951,3000,BIKE_BRAKE,0005
material:267,1350,39,2023-10-13T09:30:12.046210,3000,BOTTOM_BRACKET,0002
material:345,650,38,2023-10-22T09:30:12.593970,4000,BOTTLE_CAGE,0002
material:1696,300,91,2023-10-27T09:30:24.461090,4000,BIKE_FORK,0005
material:1508,1250,8,2023-10-27T09:30:22.395432,1000,CASSETTE,0002
material:358,950,80,2023-10-06T09:30:12.721884,4000,HUB_BEARING,0004
material:939,250,35,2023-10-18T09:30:17.501397,4000,BIKE_RIM,0005
material:670,250,18,2023-10-31T09:30:15.213860,3000,BIKE_RIM,0001
material:1407,800,85,2023-10-20T09:30:21.621843,4000,LIGHT_FRONT,0001
material:2251,950,26,2023-10-24T09:30:31.127658,1000,RIM_TAPE,0003
material:1855,250,27,2023-10-06T09:30:26.276666,4000,BIKE_RIM,0002
material:1678,1050,19,2023-10-25T09:30:24.354232,4000,TUBE_28,0005
material:1367,150,62,2023-10-18T09:30:21.281942,4000,BIKE_BRAKE,0001
material:357,1050,73,2023-10-08T09:30:12.721869,4000,NIPPLE,0002
material:1234,950,3,2023-10-18T09:30:19.864032,3000,TIRE_28,0005
material:1955,1350,58,2023-10-20T09:30:27.297963,4000,BOTTOM_BRACKET,0005
material:163,800,21,2023-10-19T09:30:11.238038,3000,WATER_BOTTLE,0004
material:771,400,33,2023-10-23T09:30:15.855942,1000,HELMET_S,0003
material:1207,600,19,2023-10-19T09:30:19.732988,3000,JACKET_L,0003
material:1111,1000,74,2023-10-21T09:30:18.905215,2000,TIRE_26,0004
material:1357,650,68,2023-10-10T09:30:21.220632,1000,BOTTLE_CAGE,0005
material:371,1350,92,2023-10-05T09:30:12.849881,1000,BOTTOM_BRACKET,0002
material:211,1250,94,2023-10-29T09:30:11.569898,4000,CHAIN,0002
material:114,400,3,2023-10-22T09:30:11.014361,2000,HELMET_S,0001
material:497,200,24,2023-10-19T09:30:13.880385,2000,BIKE_SPOKE,0003
material:600,150,22,2023-10-17T09:30:14.768211,1000,BIKE_BRAKE,0003
material:1329,700,68,2023-10-22T09:30:20.746707,1000,PUMP,0004
material:987,200,49,2023-10-09T09:30:17.885632,5000,BIKE_WHEEL,0004
material:1750,1300,63,2023-10-26T09:30:25.070210,3000,CHAINRING,0001
material:1991,300,51,2023-10-21T09:30:27.665415,4000,BIKE_PEDAL,0004
material:1936,600,93,2023-10-17T09:30:27.121455,4000,JACKET_L,0002
material:216,250,10,2023-10-27T09:30:11.583638,2000,BIKE_RIM,0004
material:1706,1350,20,2023-10-14T09:30:24.683102,3000,SHIFT_LEVER,0004
material:1399,650,88,2023-10-28T09:30:21.557704,1000,BOTTLE_CAGE,0005
material:318,950,98,2023-10-30T09:30:12.446524,1000,RIM_TAPE,0001
material:1862,1500,41,2023-10-25T09:30:26.354063,1000,CABLE,0001
material:381,900,74,2023-10-13T09:30:12.908147,2000,BIKE_BELL,0001
material:1478,1050,48,2023-10-25T09:30:22.196638,4000,NIPPLE,0002
material:2145,1350,17,2023-10-08T09:30:29.953003,3000,BOTTOM_BRACKET,0003
material:1958,900,37,2023-10-16T09:30:27.326031,4000,MIRROR,0004
material:496,200,46,2023-10-18T09:30:13.880373,4000,BIKE_CHAIN,0005
material:607,1350,88,2023-10-10T09:30:14.839568,1000,SHIFT_LEVER,0005
material:2081,750,77,2023-10-06T09:30:28.928167,1000,LIGHT_REAR,0005
material:707,600,35,2023-10-17T09:30:15.511096,4000,JACKET_L,0001
material:2185,300,30,2023-10-25T09:30:30.527827,1000,BIKE_FORK,0004
material:1034,250,53,2023-10-12T09:30:18.202982,4000,BIKE_HANDLE,0001
material:30,200,90,2023-10-03T09:30:10.281659,1000,BIKE_CHAIN,0004
material:286,900,84,2023-10-20T09:30:12.118402,4000,BIKE_BELL,0004
material:122,950,44,2023-10-11T09:30:11.023209,3000,RIM_TAPE,0003
material:880,250,57,2023-10-10T09:30:16.792817,2000,BIKE_HANDLE,0004
material:1175,1400,82,2023-10-09T09:30:19.355170,5000,DERAILLEUR,0005
material:109,300,68,2023-10-31T09:30:10.962910,1000,BIKE_FORK,0004
material:1844,1050,65,2023-10-29T09:30:26.221996,5000,TUBE_28,0003
material:1374,1350,97,2023-10-09T09:30:21.360782,5000,SHIFT_LEVER,0001
material:2163,1400,16,2023-10-04T09:30:30.283552,4000,DERAILLEUR,0002
material:1650,1200,89,2023-10-11T09:30:24.168845,1000,WHEEL_HUB,0002
material:594,450,85,2023-10-29T09:30:14.724754,3000,GLOVES_S,0003
material:1655,650,62,2023-10-18T09:30:24.203019,3000,LOCK,0002
material:570,950,57,2023-10-16T09:30:14.472912,1000,HUB_BEARING,0001
material:187,400,47,2023-10-15T09:30:11.395853,1000,HELMET_S,0003
material:1143,100,53,2023-10-20T09:30:19.114038,2000,BIKE_FRAME,0003
material:2076,300,50,2023-10-22T09:30:28.910460,3000,BIKE_FORK,0003
material:2123,300,60,2023-10-08T09:30:29.383092,2000,BIKE_FORK,0001
material:2254,800,96,2023-10-03T09:30:31.128091,2000,WATER_BOTTLE,0004
material:32,400,94,2023-10-30T09:30:10.282140,5000,HELMET_S,0001
material:1566,1250,14,2023-10-19T09:30:23.058642,1000,CASSETTE,0005
material:946,500,39,2023-10-30T09:30:17.504059,4000,JACKET_S,0002
material:1748,100,64,2023-10-04T09:30:25.047217,4000,BIKE_FRAME,0001
material:370,450,70,2023-10-07T09:30:12.835218,5000,GLOVES_S,0002
material:1109,800,18,2023-10-31T09:30:18.898346,4000,WATER_BOTTLE,0005
material:1279,950,33,2023-10-13T09:30:20.271253,4000,TIRE_28,0005
material:2049,1250,78,2023-10-21T09:30:28.773958,5000,CHAIN,0001
material:424,1250,43,2023-10-29T09:30:13.091117,1000,BRAKE_LEVER,0001
material:1032,200,81,2023-10-23T09:30:18.202968,5000,BIKE_WHEEL,0002
material:482,1250,61,2023-10-05T09:30:13.754422,4000,CASSETTE,0003
material:1289,1250,19,2023-10-08T09:30:20.320075,3000,BRAKE_LEVER,0001
material:758,700,9,2023-10-17T09:30:15.709222,4000,PUMP,0004
material:856,1500,31,2023-10-21T09:30:16.645068,2000,PEDAL,0002
material:156,1050,62,2023-10-25T09:30:11.206551,4000,NIPPLE,0002
material:1985,200,7,2023-10-19T09:30:27.660939,4000,BIKE_WHEEL,0001
material:332,1400,77,2023-10-28T09:30:12.542415,3000,CRANKSET,0003
material:1283,400,99,2023-11-01T09:30:20.277850,4000,HELMET_S,0003
material:698,350,74,2023-10-28T09:30:15.500062,2000,GLOVES_L,0003
material:1874,1050,84,2023-10-04T09:30:26.420902,3000,NIPPLE,0001
material:2191,350,17,2023-10-10T09:30:30.561343,1000,GLOVES_L,0004
material:1666,800,70,2023-10-08T09:30:24.259795,1000,WATER_BOTTLE,0005
material:95,1350,63,2023-10-10T09:30:10.854445,1000,SHIFT_LEVER,0002
material:511,650,15,2023-10-12T09:30:13.925282,3000,LOCK,0003
material:1611,600,15,2023-10-06T09:30:23.561800,3000,JACKET_L,0001
material:927,1250,76,2023-10-06T09:30:17.287541,3000,CASSETTE,0002
material:243,500,68,2023-10-31T09:30:11.848653,5000,JACKET_S,0003
material:126,1500,81,2023-10-31T09:30:11.028028,2000,PEDAL,0004
material:1189,1350,13,2023-10-26T09:30:19.600228,5000,BOTTOM_BRACKET,0002
material:541,350,27,2023-10-30T09:30:14.102624,5000,GLOVES_L,0002
material:408,350,19,2023-10-10T09:30:13.045880,4000,PANTS_S,0003
material:1501,1100,36,2023-10-24T09:30:22.375653,3000,SPOKE,0002
material:1001,1400,11,2023-10-17T09:30:17.923062,1000,CRANKSET,0005
material:55,1200,21,2023-10-21T09:30:10.498164,2000,VALVE,0004
material:2075,200,84,2023-10-11T09:30:28.910455,4000,BIKE_CHAIN,0001
material:251,950,55,2023-10-16T09:30:11.907729,3000,RIM_TAPE,0005
material:464,1500,57,2023-10-22T09:30:13.546847,3000,PEDAL,0004
material:891,1250,43,2023-10-08T09:30:16.853927,4000,CHAIN,0004
material:1220,650,25,2023-10-29T09:30:19.779262,5000,LOCK,0003
material:310,750,7,2023-11-01T09:30:12.422608,5000,LIGHT_REAR,0003
material:708,1250,31,2023-10-05T09:30:15.548923,5000,BRAKE_LEVER,0004
material:817,500,11,2023-10-25T09:30:16.152710,2000,HELMET_L,0004
material:1326,1050,64,2023-10-03T09:30:20.680797,4000,TUBE_28,0005
material:1178,100,3,2023-10-26T09:30:19.366027,2000,BIKE_FRAME,0002
material:365,350,32,2023-10-25T09:30:12.740038,1000,PANTS_S,0003
material:42,750,50,2023-10-18T09:30:10.411039,1000,LIGHT_REAR,0003
material:902,450,42,2023-11-01T09:30:16.869334,5000,GLOVES_S,0002
material:377,350,32,2023-10-11T09:30:12.852309,2000,HELMET_M,0004
material:474,900,41,2023-10-28T09:30:13.603078,3000,MIRROR,0002
material:2248,100,33,2023-10-28T09:30:31.122639,4000,BIKE_FRAME,0005
material:484,1350,45,2023-10-17T09:30:13.759496,1000,BOTTOM_BRACKET,0004
material:303,800,90,2023-10-27T09:30:12.240641,4000,WATER_BOTTLE,0003
material:1157,500,50,2023-10-16T09:30:19.183957,5000,JACKET_S,0004
material:829,400,68,2023-10-20T09:30:16.219089,5000,HELMET_S,0004
material:581,950,95,2023-10-31T09:30:14.643953,5000,HUB_BEARING,0003
material:801,950,3,2023-10-24T09:30:16.100776,5000,TIRE_28,0001
material:1733,150,95,2023-10-05T09:30:24.931730,3000,BIKE_BRAKE,0001
material:1684,450,40,2023-10-05T09:30:24.401600,1000,JACKET_M,0005
material:2054,600,71,2023-10-22T09:30:28.816392,5000,GLOVES_M,0002
material:1762,150,8,2023-10-07T09:30:25.182035,5000,BIKE_BRAKE,0003
material:2093,1400,33,2023-11-01T09:30:28.972186,3000,CRANKSET,0003
material:1417,700,57,2023-10-16T09:30:21.766139,4000,PUMP,0004
material:325,400,17,2023-10-12T09:30:12.487243,3000,HELMET_S,0005
material:1676,1250,90,2023-10-20T09:30:24.347341,3000,CASSETTE,0003
material:472,150,39,2023-10-11T09:30:13.597647,1000,BIKE_BRAKE,0001
material:466,300,55,2023-10-24T09:30:13.592708,2000,BIKE_FORK,0002
material:975,350,87,2023-10-20T09:30:17.751060,3000,PANTS_S,0002
material:738,300,35,2023-11-01T09:30:15.633432,4000,BIKE_FORK,0002
material:1145,950,35,2023-10-08T09:30:19.115580,3000,TIRE_28,0001
material:2085,1500,76,2023-10-05T09:30:28.953389,4000,CABLE,0002
material:1089,1500,50,2023-11-01T09:30:18.662499,4000,CABLE,0004
material:1948,1200,6,2023-10-30T09:30:27.225489,1000,VALVE,0001
material:405,1100,11,2023-10-16T09:30:13.043131,5000,SPOKE,0001
material:1830,1500,85,2023-10-07T09:30:26.170647,1000,CABLE,0004
material:1474,1000,47,2023-10-03T09:30:22.159844,5000,TIRE_26,0005
material:1321,950,20,2023-10-27T09:30:20.604927,1000,TIRE_28,0001
material:1312,1250,78,2023-10-29T09:30:20.423119,3000,CHAIN,0001
material:747,200,13,2023-10-04T09:30:15.663002,2000,BIKE_CHAIN,0003
material:375,600,46,2023-10-19T09:30:12.852301,1000,GLOVES_M,0002
material:1596,350,60,2023-10-28T09:30:23.394745,1000,GLOVES_L,0004
material:1039,950,52,2023-10-06T09:30:18.247564,3000,TIRE_28,0001
material:701,750,67,2023-10-31T09:30:15.500844,2000,LIGHT_REAR,0004
material:1765,950,27,2023-10-07T09:30:25.222257,1000,HUB_BEARING,0002
material:2151,200,1,2023-10-25T09:30:30.061683,2000,BIKE_WHEEL,0003
material:833,250,95,2023-10-29T09:30:16.226102,5000,BIKE_RIM,0001
material:922,600,9,2023-10-26T09:30:17.284932,2000,JACKET_L,0005
material:1532,1000,63,2023-10-16T09:30:22.651941,4000,TIRE_26,0004
material:60,300,28,2023-10-27T09:30:10.520946,1000,BIKE_PEDAL,0001
material:1323,1100,31,2023-10-09T09:30:20.604944,3000,TUBE_26,0003
material:2292,700,68,2023-10-13T09:30:31.778109,1000,PUMP,0001
material:934,1250,90,2023-10-03T09:30:17.488419,1000,CASSETTE,0002
material:586,450,53,2023-10-17T09:30:14.680915,2000,GLOVES_S,0005
material:635,600,42,2023-10-27T09:30:15.029386,2000,GLOVES_M,0003
material:1943,1050,24,2023-10-31T09:30:27.166916,4000,NIPPLE,0005
material:1003,450,32,2023-10-31T09:30:17.929254,3000,JACKET_M,0002
material:1076,250,65,2023-10-09T09:30:18.584679,4000,BIKE_RIM,0002
material:1227,600,57,2023-11-01T09:30:19.797343,2000,GLOVES_M,0002
material:289,250,46,2023-10-26T09:30:12.145518,2000,BIKE_RIM,0003
material:1070,1400,83,2023-10-09T09:30:18.565949,2000,DERAILLEUR,0002
material:642,900,82,2023-10-06T09:30:15.039958,5000,BIKE_BELL,0001
material:951,950,61,2023-10-16T09:30:17.529399,4000,TIRE_28,0003
material:1668,650,86,2023-10-23T09:30:24.259803,1000,SPEEDOMETER,0005
material:1082,450,14,2023-10-31T09:30:18.601562,1000,JACKET_M,0002
material:440,350,18,2023-10-03T09:30:13.191584,5000,HELMET_M,0002
material:734,700,89,2023-10-05T09:30:15.610559,4000,PUMP,0002
material:436,1300,60,2023-10-07T09:30:13.134510,2000,CHAINRING,0003
material:588,650,64,2023-10-11T09:30:14.691099,2000,SPEEDOMETER,0003
material:546,1250,9,2023-11-01T09:30:14.198768,3000,BRAKE_LEVER,0001
material:1643,950,6,2023-10-13T09:30:24.100175,5000,RIM_TAPE,0002
material:672,300,79,2023-10-18T09:30:15.277755,3000,BIKE_FORK,0003
material:1634,300,100,2023-10-13T09:30:24.048422,5000,BIKE_FORK,0003
material:2035,400,22,2023-10-25T09:30:28.401487,3000,HELMET_S,0001
material:1865,1250,11,2023-10-06T09:30:26.354083,1000,BRAKE_LEVER,0005
material:2237,1250,84,2023-10-19T09:30:31.035247,3000,CHAIN,0002
material:1163,750,61,2023-10-17T09:30:19.215011,5000,PEDAL_STRAP,0001
material:13,750,29,2023-10-25T09:30:10.245107,1000,LIGHT_REAR,0001
material:953,450,81,2023-10-15T09:30:17.537878,5000,JACKET_M,0001
material:1923,800,32,2023-10-30T09:30:26.991407,5000,WATER_BOTTLE,0001
material:1381,450,13,2023-10-31T09:30:21.476949,1000,JACKET_M,0004
material:860,1100,25,2023-10-14T09:30:16.671911,3000,TUBE_26,0001
material:1670,1350,70,2023-10-27T09:30:24.333758,2000,SHIFT_LEVER,0005
material:781,1250,2,2023-10-16T09:30:15.984349,3000,BRAKE_LEVER,0002
material:429,700,77,2023-10-07T09:30:13.130799,1000,PUMP,0005
material:2068,800,34,2023-10-03T09:30:28.847353,1000,LIGHT_FRONT,0003
material:287,650,49,2023-10-21T09:30:12.118406,4000,LOCK,0001
material:89,300,89,2023-10-25T09:30:10.715406,1000,BIKE_PEDAL,0002
material:1385,300,64,2023-10-27T09:30:21.492987,3000,BIKE_FORK,0004
material:1242,100,93,2023-10-17T09:30:19.902162,2000,BIKE_FRAME,0001
material:1094,950,47,2023-10-17T09:30:18.666865,1000,HUB_BEARING,0003
material:1029,350,50,2023-10-14T09:30:18.200576,1000,HELMET_M,0004
material:59,300,77,2023-10-08T09:30:10.520942,3000,BIKE_FORK,0005
material:1246,150,75,2023-10-06T09:30:19.917703,2000,BIKE_SEAT,0003
material:1253,1250,89,2023-10-21T09:30:19.954366,5000,BRAKE_LEVER,0005
material:1476,1100,63,2023-10-12T09:30:22.196622,4000,TUBE_26,0005
material:2259,750,70,2023-10-22T09:30:31.145094,3000,LIGHT_REAR,0005
material:1524,450,98,2023-10-19T09:30:22.589509,1000,GLOVES_S,0002
material:204,1050,47,2023-10-05T09:30:11.557836,5000,TUBE_28,0004
material:2010,900,98,2023-10-06T09:30:27.847819,4000,MIRROR,0005
material:1415,450,62,2023-10-12T09:30:21.761068,1000,JACKET_M,0004
material:1977,950,45,2023-10-26T09:30:27.534748,3000,HUB_BEARING,0004
material:41,1350,90,2023-10-16T09:30:10.387918,3000,SHIFT_LEVER,0004
material:2175,950,31,2023-10-26T09:30:30.467257,3000,RIM_TAPE,0005
material:1951,200,62,2023-10-17T09:30:27.264234,2000,BIKE_CHAIN,0001
material:1554,200,47,2023-10-11T09:30:22.859823,5000,BIKE_CHAIN,0003
material:1768,450,27,2023-10-23T09:30:25.261392,5000,JACKET_M,0004
material:2023,450,38,2023-10-20T09:30:27.969035,4000,JACKET_M,0002
material:504,150,34,2023-10-13T09:30:13.913744,3000,BIKE_SEAT,0004
material:1842,800,46,2023-10-17T09:30:26.221503,4000,LIGHT_FRONT,0001
material:1850,950,30,2023-10-08T09:30:26.240113,1000,HUB_BEARING,0001
material:1557,250,60,2023-10-06T09:30:22.910703,5000,BIKE_HANDLE,0002
material:301,500,25,2023-10-07T09:30:12.236796,3000,HELMET_L,0002
material:725,900,52,2023-10-30T09:30:15.583742,4000,MIRROR,0005
material:1188,1400,77,2023-10-23T09:30:19.594113,5000,DERAILLEUR,0003
material:901,1400,17,2023-10-12T09:30:16.867332,4000,CRANKSET,0004
material:1654,750,28,2023-10-20T09:30:24.203010,3000,PEDAL_STRAP,0003
material:1458,800,6,2023-10-05T09:30:22.054522,3000,LIGHT_FRONT,0004
material:1610,1050,34,2023-10-27T09:30:23.547739,2000,NIPPLE,0005
material:752,200,50,2023-10-03T09:30:15.681867,5000,BIKE_WHEEL,0003
material:809,500,36,2023-10-05T09:30:16.121208,5000,HELMET_L,0001
material:439,150,62,2023-10-11T09:30:13.135750,2000,BIKE_SEAT,0004
material:572,500,50,2023-10-12T09:30:14.487192,3000,HELMET_L,0001
material:146,950,33,2023-10-03T09:30:11.158031,2000,RIM_TAPE,0002
material:1107,1250,30,2023-10-12T09:30:18.881928,4000,CHAIN,0004
material:1819,450,38,2023-10-11T09:30:25.984992,1000,JACKET_M,0002
material:1614,1250,94,2023-10-25T09:30:23.563243,1000,BRAKE_LEVER,0001
material:970,1200,11,2023-10-26T09:30:17.656840,4000,VALVE,0004
material:576,1350,82,2023-10-09T09:30:14.573093,2000,BOTTOM_BRACKET,0003
material:1934,950,36,2023-10-09T09:30:26.999028,1000,HUB_BEARING,0002
material:1096,1400,57,2023-10-04T09:30:18.682157,3000,DERAILLEUR,0001
material:1927,1100,9,2023-10-27T09:30:26.995020,1000,TUBE_26,0005
material:162,650,9,2023-10-04T09:30:11.238024,1000,BOTTLE_CAGE,0005
material:561,900,25,2023-10-03T09:30:14.349763,5000,MIRROR,0003
material:2170,1400,63,2023-10-16T09:30:30.374854,3000,CRANKSET,0001
material:1834,950,5,2023-10-05T09:30:26.180178,4000,TIRE_28,0005
material:952,500,76,2023-10-28T09:30:17.537868,2000,JACKET_S,0002
material:924,1250,24,2023-10-13T09:30:17.287524,3000,BRAKE_LEVER,0001
material:877,1100,88,2023-10-29T09:30:16.764619,5000,TUBE_26,0003
material:1433,500,16,2023-10-06T09:30:21.890417,2000,JACKET_S,0002
material:1170,600,87,2023-10-09T09:30:19.333351,2000,GLOVES_M,0002
material:2281,750,9,2023-10-15T09:30:31.536406,1000,LIGHT_REAR,0001
material:1804,100,43,2023-10-29T09:30:25.791748,1000,BIKE_FRAME,0005
material:1672,1350,7,2023-10-14T09:30:24.338406,5000,BOTTOM_BRACKET,0001
material:2084,1250,50,2023-10-03T09:30:28.953383,3000,CHAIN,0001
material:1586,1050,57,2023-10-26T09:30:23.229816,5000,NIPPLE,0004
material:841,450,21,2023-10-27T09:30:16.411148,2000,JACKET_M,0005
material:282,950,21,2023-10-24T09:30:12.117882,2000,TIRE_28,0001
material:1617,350,63,2023-10-25T09:30:23.753713,3000,PANTS_S,0005
material:617,1250,2,2023-10-22T09:30:14.864864,2000,BRAKE_LEVER,0001
material:481,1350,2,2023-10-26T09:30:13.754411,3000,BOTTOM_BRACKET,0004
material:1435,600,55,2023-10-04T09:30:21.906879,2000,JACKET_L,0001
material:539,150,97,2023-10-30T09:30:14.100222,5000,BIKE_BRAKE,0002
material:368,500,95,2023-10-21T09:30:12.835207,4000,JACKET_S,0005
material:248,1050,97,2023-10-22T09:30:11.855405,3000,NIPPLE,0005
material:1079,1100,83,2023-10-23T09:30:18.600560,3000,TUBE_26,0003
material:1686,350,32,2023-10-14T09:30:24.440238,4000,HELMET_M,0004
material:1931,150,23,2023-10-04T09:30:26.998265,2000,BIKE_SEAT,0004
material:1241,750,27,2023-10-30T09:30:19.875874,3000,PEDAL_STRAP,0003
material:2287,400,17,2023-10-22T09:30:31.651860,3000,HELMET_S,0003
material:1091,1400,19,2023-10-23T09:30:18.662507,5000,CRANKSET,0001
material:1645,1100,33,2023-10-11T09:30:24.100191,1000,SPOKE,0002
material:582,900,69,2023-10-04T09:30:14.652853,1000,BIKE_BELL,0001
material:208,1200,83,2023-10-25T09:30:11.561272,2000,WHEEL_HUB,0004
material:815,500,71,2023-10-07T09:30:16.129353,4000,JACKET_S,0001
material:1720,1100,90,2023-10-31T09:30:24.790618,1000,SPOKE,0001
material:531,750,14,2023-10-20T09:30:13.995953,3000,PEDAL_STRAP,0003
material:1472,350,60,2023-10-23T09:30:22.142316,1000,PANTS_S,0002
material:1252,1350,86,2023-10-09T09:30:19.954362,3000,BOTTOM_BRACKET,0003
material:571,350,95,2023-10-10T09:30:14.487177,1000,PANTS_S,0003
material:1392,950,42,2023-11-01T09:30:21.557088,2000,TIRE_28,0003
material:678,500,39,2023-10-17T09:30:15.329003,2000,HELMET_L,0004
material:2018,600,80,2023-11-01T09:30:27.914248,2000,GLOVES_M,0004
material:2143,1250,19,2023-10-08T09:30:29.952994,5000,CHAIN,0001
material:470,650,63,2023-10-16T09:30:13.595741,3000,SPEEDOMETER,0005
material:1837,300,48,2023-10-25T09:30:26.219146,4000,BIKE_FORK,0003
material:2226,400,12,2023-10-16T09:30:30.779921,3000,HELMET_S,0005
material:1414,350,76,2023-10-20T09:30:21.756380,4000,PANTS_S,0004
material:1533,950,53,2023-10-13T09:30:22.651948,4000,HUB_BEARING,0002
material:657,1250,90,2023-10-13T09:30:15.165358,5000,CASSETTE,0003
material:1144,300,35,2023-10-25T09:30:19.114042,3000,BIKE_PEDAL,0004
material:1800,150,38,2023-10-10T09:30:25.742136,3000,BIKE_SEAT,0005
material:1051,350,58,2023-10-30T09:30:18.397201,1000,PANTS_S,0003
material:37,1200,30,2023-10-10T09:30:10.380419,1000,WHEEL_HUB,0005
material:1605,1400,3,2023-10-11T09:30:23.539113,1000,CRANKSET,0004
material:1090,1350,72,2023-10-11T09:30:18.662503,4000,SHIFT_LEVER,0001
material:1238,900,90,2023-10-26T09:30:19.875853,2000,MIRROR,0001
material:1906,700,96,2023-10-26T09:30:26.812847,3000,PUMP,0004
material:1,650,25,2023-10-03T09:30:10.235467,4000,LOCK,0002
material:333,1250,12,2023-10-23T09:30:12.542419,1000,CASSETTE,0002
material:149,900,69,2023-10-03T09:30:11.203201,1000,MIRROR,0005
material:940,1350,43,2023-10-09T09:30:17.502867,4000,BOTTOM_BRACKET,0001
material:1471,1500,19,2023-10-14T09:30:22.129007,3000,CABLE,0002
material:2104,900,58,2023-10-28T09:30:29.061131,2000,MIRROR,0003
material:2004,500,98,2023-10-23T09:30:27.822589,3000,HELMET_L,0003
material:1425,1250,53,2023-10-15T09:30:21.827246,1000,BRAKE_LEVER,0002
material:2000,100,40,2023-10-10T09:30:27.811051,5000,BIKE_FRAME,0005
material:1829,450,39,2023-10-17T09:30:26.115395,4000,GLOVES_S,0003
material:1757,950,41,2023-10-09T09:30:25.171076,1000,HUB_BEARING,0001
material:574,1400,96,2023-10-04T09:30:14.519273,1000,CRANKSET,0003
material:719,1500,41,2023-10-26T09:30:15.576714,2000,CABLE,0002
material:131,750,97,2023-10-13T09:30:11.030988,2000,LIGHT_REAR,0005
material:746,200,14,2023-10-19T09:30:15.662996,4000,BIKE_SPOKE,0005
material:1116,1250,94,2023-10-08T09:30:18.910064,4000,CASSETTE,0004
material:1181,1200,59,2023-10-14T09:30:19.487413,4000,VALVE,0003
material:1211,1350,75,2023-10-31T09:30:19.751787,3000,BOTTOM_BRACKET,0001
material:876,950,98,2023-10-19T09:30:16.764615,1000,HUB_BEARING,0004
material:1496,250,74,2023-10-12T09:30:22.353700,4000,BIKE_RIM,0003
material:1732,1400,59,2023-10-03T09:30:24.910416,3000,DERAILLEUR,0001
material:2165,1500,22,2023-11-01T09:30:30.283564,2000,CABLE,0004
material:465,250,64,2023-10-09T09:30:13.592695,1000,BIKE_HANDLE,0003
material:1314,1350,64,2023-10-07T09:30:20.423138,2000,SHIFT_LEVER,0001
material:1243,200,85,2023-11-01T09:30:19.902175,4000,BIKE_CHAIN,0003
material:1857,1200,87,2023-10-19T09:30:26.283592,2000,WHEEL_HUB,0004
material:661,1300,19,2023-10-22T09:30:15.186649,4000,CHAINRING,0003
material:1498,450,82,2023-10-30T09:30:22.354451,4000,GLOVES_S,0005
material:1466,250,8,2023-10-08T09:30:22.094322,2000,BIKE_HANDLE,0005
material:319,650,96,2023-10-23T09:30:12.479290,5000,SPEEDOMETER,0004
material:1561,600,8,2023-10-16T09:30:22.927333,4000,JACKET_L,0002
material:671,1200,42,2023-10-03T09:30:15.225373,4000,WHEEL_HUB,0002
material:433,1400,69,2023-10-25T09:30:13.134491,5000,CRANKSET,0001
material:402,1500,59,2023-10-18T09:30:13.006114,3000,CABLE,0001
material:1348,600,78,2023-11-01T09:30:21.047537,2000,GLOVES_M,0003
material:361,800,4,2023-10-17T09:30:12.731871,5000,LIGHT_FRONT,0005
material:1317,650,47,2023-10-12T09:30:20.532076,5000,SPEEDOMETER,0005
material:123,1100,3,2023-10-05T09:30:11.023214,1000,SPOKE,0005
material:832,150,80,2023-10-23T09:30:16.226098,4000,BIKE_BRAKE,0005
material:308,450,6,2023-10-08T09:30:12.422074,3000,GLOVES_S,0002
material:1114,950,22,2023-10-04T09:30:18.905231,3000,TIRE_28,0005
material:1970,250,95,2023-10-25T09:30:27.413292,5000,BIKE_HANDLE,0005
material:1108,650,53,2023-10-29T09:30:18.898324,2000,SPEEDOMETER,0001
material:1153,900,43,2023-10-27T09:30:19.181390,2000,MIRROR,0003
material:1594,300,24,2023-10-09T09:30:23.314394,5000,BIKE_FORK,0005
material:468,750,27,2023-10-29T09:30:13.595728,5000,PEDAL_STRAP,0002
material:1916,300,51,2023-10-14T09:30:26.931695,3000,BIKE_FORK,0005
material:203,950,49,2023-11-01T09:30:11.557831,3000,TIRE_28,0004
material:907,1200,47,2023-10-24T09:30:16.984421,3000,WHEEL_HUB,0002
material:1142,150,3,2023-10-08T09:30:19.114026,4000,BIKE_SEAT,0001
material:2164,1250,13,2023-10-22T09:30:30.283556,5000,BRAKE_LEVER,0001
material:1408,800,74,2023-10-15T09:30:21.621853,5000,WATER_BOTTLE,0001
material:2069,900,44,2023-10-06T09:30:28.847359,2000,MIRROR,0002
material:1384,150,42,2023-10-22T09:30:21.492976,1000,BIKE_BRAKE,0004
material:1422,1350,3,2023-10-15T09:30:21.821087,4000,BOTTOM_BRACKET,0002
material:1994,1050,7,2023-10-03T09:30:27.666140,4000,NIPPLE,0002
material:476,800,36,2023-10-10T09:30:13.639028,3000,LIGHT_FRONT,0002
material:1293,1300,74,2023-10-15T09:30:20.321899,5000,CHAINRING,0003
